Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,c - dc,,soc
5697,26450.4325,12-14-2015 16:53:35,183.7019331,7,1,0.499465019,3.740152121,2.17077961,0.982680967,8.342976809,3.736897912,0.023725653,0,0,0,0,,1.188098644,,56.10976388
5698,26451.448,12-14-2015 16:53:36,184.7174316,7,1,0.499644846,3.741448641,2.170920534,0.982680967,8.343503978,3.736897912,0.024049807,0,0,0,0,,1.188239567,,56.11647832
5699,26452.448,12-14-2015 16:53:37,185.7174324,7,1,0.499465019,3.742420912,2.171059306,0.982680967,8.344023255,3.736897912,0.024309063,0,0,0,0,,1.188378339,,56.12309026
5700,26453.46372,12-14-2015 16:53:38,186.7331585,7,1,0.499644846,3.743393183,2.171200252,0.982680967,8.344550794,3.736897912,0.001134396,0,0,0,0,,1.188519285,,56.12980579
5701,26454.47932,12-14-2015 16:53:39,187.74876,7,1,0.499465019,3.744203568,2.171341183,0.982680967,8.345078393,3.736897912,0.000939941,0,0,0,0,,1.188660216,,56.13652061
5702,26455.4794,12-14-2015 16:53:40,188.7488379,7,1,0.499644846,3.744851828,2.171479975,0.982680967,8.345598104,3.736897912,0.000875139,0,0,0,0,,1.188799008,,56.14313349
5703,26456.495,12-14-2015 16:53:41,189.7644356,7,1,-0.000254341,3.706767559,2.171517912,0.982681012,8.345740159,3.73689808,-0.006968594,0,0,0,0,,1.1888369,,56.14493888
5704,26457.49503,12-14-2015 16:53:42,190.7644638,7,1,-7.45215E-05,3.706767559,2.171517912,0.982681075,8.345740159,3.736898315,-0.00713067,0,0,0,0,,1.188836837,,56.14493587
5705,26458.49507,12-14-2015 16:53:43,191.7645015,7,1,-0.000254341,3.706929684,2.171517912,0.982681127,8.345740161,3.736898506,-0.0072927,0,0,0,0,,1.188836785,,56.14493343
5706,26459.5106,12-14-2015 16:53:44,192.7800371,7,1,-7.45215E-05,3.706929684,2.171517912,0.982681184,8.345740161,3.736898717,-0.007487202,0,0,0,0,,1.188836729,,56.14493072
5707,26460.52623,12-14-2015 16:53:45,193.7956687,7,1,-0.000254341,3.707253695,2.171517912,0.982681247,8.345740161,3.736898953,-0.007584476,0,0,0,0,,1.188836665,,56.14492769
5708,26461.54181,12-14-2015 16:53:46,194.8112423,7,1,-0.000254341,3.707253695,2.171517912,0.98268131,8.345740161,3.736899184,9.72271E-05,0,0,0,0,,1.188836603,,56.14492472
5709,26462.55748,12-14-2015 16:53:47,195.8269191,7,1,-0.000254341,3.707740068,2.171517913,0.982681368,8.345740163,3.736899399,0.000162077,0,0,0,0,,1.188836545,,56.14492199
5710,26463.57303,12-14-2015 16:53:48,196.842465,7,1,-0.000254341,3.707740068,2.171517913,0.982681419,8.345740163,3.73689959,0.000162077,0,0,0,0,,1.188836494,,56.14491953
5711,26464.58868,12-14-2015 16:53:49,197.8581107,7,1,-0.000254341,3.707901955,2.171517913,0.982681487,8.345740163,3.736899841,0.000129652,0,0,0,0,,1.188836426,,56.1449163
5712,26465.60434,12-14-2015 16:53:50,198.8737773,7,1,-7.45215E-05,3.708064079,2.171517913,0.982681546,8.345740163,3.73690006,0.000162077,0,0,0,0,,1.188836367,,56.1449135
5713,26466.61994,12-14-2015 16:53:51,199.8893783,7,1,-7.45215E-05,3.708226204,2.171517914,0.982681601,8.345740167,3.736900265,0.000162077,0,0,0,0,,1.188836313,,56.14491091
5714,26467.63554,12-14-2015 16:53:52,200.9049762,7,1,-0.000254341,3.708388329,2.171517914,0.982681668,8.345740169,3.736900511,0.000162077,0,0,0,0,,1.188836247,,56.14490777
5715,26468.65132,12-14-2015 16:53:53,201.9207547,7,1,-0.000254341,3.708550215,2.171517914,0.982681738,8.345740169,3.736900773,0.000129652,0,0,0,0,,1.188836176,,56.14490441
5716,26469.66676,12-14-2015 16:53:54,202.9361906,7,1,-0.000254341,3.708874464,2.171517914,0.982681792,8.345740169,3.736900974,0.000162077,0,0,0,0,,1.188836122,,56.14490183
5717,26470.6669,12-14-2015 16:53:55,203.9363388,7,1,-0.000254341,3.708874464,2.171517914,0.982681851,8.345740169,3.736901193,0.000162077,0,0,0,0,,1.188836063,,56.14489902
5718,26471.68235,12-14-2015 16:53:56,204.9517803,7,1,-0.000254341,3.709036589,2.171517914,0.982681908,8.345740169,3.736901404,0.000162077,0,0,0,0,,1.188836006,,56.14489631
5719,26472.68235,12-14-2015 16:53:57,205.9517805,7,1,-0.500153542,3.670141935,2.171517914,0.982809941,8.345740169,3.737371388,-0.007649279,0,0,0,0,,1.188707974,,56.13879605
5720,26473.69798,12-14-2015 16:53:58,206.967414,7,1,-0.499973714,3.669493675,2.171517914,0.982950991,8.345740169,3.737889013,-0.007843733,0,0,0,0,,1.188566923,,56.13207557
5721,26474.71358,12-14-2015 16:53:59,207.9830193,7,1,-0.500153542,3.66900754,2.171517914,0.983092032,8.345740169,3.738406533,-0.007908535,0,0,0,0,,1.188425882,,56.12535551
5722,26475.71359,12-14-2015 16:54:00,208.9830218,7,1,-0.499793887,3.66868329,2.171517914,0.983230912,8.345740169,3.738916067,-0.00807066,0,0,0,0,,1.188287002,,56.11873841
5723,26476.72917,12-14-2015 16:54:01,209.9986061,7,1,-0.499793887,3.66835928,2.171517914,0.983371949,8.345740169,3.739433464,-0.000453758,0,0,0,0,,1.188145965,,56.11201855
5724,26477.74482,12-14-2015 16:54:02,211.014253,7,1,-0.500153542,3.667873144,2.171517914,0.983513004,8.345740169,3.739950884,-0.000421333,0,0,0,0,,1.18800491,,56.10529785
5725,26478.76034,12-14-2015 16:54:03,212.029777,7,1,-0.500153542,3.667548895,2.171517914,0.983654066,8.345740169,3.740468282,-0.000324154,0,0,0,0,,1.187863849,,56.09857681
5726,26479.76043,12-14-2015 16:54:04,213.0298614,7,1,-0.499973714,3.667548895,2.171517914,0.983792964,8.345740169,3.740977708,-0.000291729,0,0,0,0,,1.187724951,,56.09195886
5727,26480.77606,12-14-2015 16:54:05,214.0454915,7,1,-0.500153542,3.667224884,2.171517914,0.983934024,8.345740169,3.741495028,-0.000259304,0,0,0,0,,1.18758389,,56.0852379
5728,26481.79148,12-14-2015 16:54:06,215.0609185,7,1,-0.500153542,3.666900635,2.171517914,0.984075052,8.345740169,3.7420122,-0.000259304,0,0,0,0,,1.187442862,,56.07851845
5729,26482.79163,12-14-2015 16:54:07,216.0610617,7,1,-0.499973714,3.666738749,2.171517914,0.984213955,8.345740169,3.74252155,-0.000259304,0,0,0,0,,1.187303959,,56.07190026
5730,26483.80732,12-14-2015 16:54:08,217.0767542,7,1,-0.500153542,3.666576624,2.171517914,0.984355016,8.345740169,3.743038776,-0.000226879,0,0,0,0,,1.187162899,,56.06517929
5731,26484.82287,12-14-2015 16:54:09,218.0923091,7,1,-0.499973714,3.666414499,2.171517914,0.984496062,8.345740169,3.743555917,-0.000194502,0,0,0,0,,1.187021853,,56.058459
5732,26485.83857,12-14-2015 16:54:10,219.1080055,7,1,-0.499973714,3.666090488,2.171517914,0.984637129,8.345740169,3.744073109,-0.000226879,0,0,0,0,,1.186880786,,56.05173771
5733,26486.85414,12-14-2015 16:54:11,220.1235749,7,1,-0.500153542,3.665766239,2.171517914,0.984778173,8.345740169,3.744590186,-0.000259304,0,0,0,0,,1.186739741,,56.04501748
5734,26487.86984,12-14-2015 16:54:12,221.1392776,7,1,-0.499973714,3.665766239,2.171517914,0.98491924,8.345740169,3.74510732,-0.000194502,0,0,0,0,,1.186598674,,56.03829621
5735,26488.86987,12-14-2015 16:54:13,222.1393009,7,1,-0.499973714,3.665604353,2.171517914,0.985058124,8.345740169,3.745616428,-0.000162029,0,0,0,0,,1.18645979,,56.03167893
5736,26489.88538,12-14-2015 16:54:14,223.1548198,7,1,-0.499793887,3.665604353,2.171517914,0.985199149,8.345740169,3.746133367,-0.000129652,0,0,0,0,,1.186318765,,56.02495965
5737,26490.90101,12-14-2015 16:54:15,224.1704486,7,1,-0.499973714,3.665117979,2.171517914,0.985340204,8.345740169,3.746650391,-0.000226927,0,0,0,0,,1.18617771,,56.01823892
5738,26491.91658,12-14-2015 16:54:16,225.1860161,7,1,-0.499793887,3.665280104,2.171517914,0.985481242,8.345740169,3.747167326,-0.000162077,0,0,0,0,,1.186036672,,56.01151902
5739,26492.93222,12-14-2015 16:54:17,226.201658,7,1,-0.500153542,3.664956093,2.171517914,0.985622305,8.345740169,3.747684327,-0.000162029,0,0,0,0,,1.18589561,,56.00479792
5740,26493.93223,12-14-2015 16:54:18,227.2016683,7,1,-0.499973714,3.664793968,2.171517914,0.985761191,8.345740169,3.748193331,-0.000162077,0,0,0,0,,1.185756724,,55.99818056
5741,26494.94793,12-14-2015 16:54:19,228.2173682,7,1,-0.499793887,3.664631844,2.171517914,0.985902262,8.345740169,3.748710321,-0.000162077,0,0,0,0,,1.185615652,,55.99145906
5742,26495.96344,12-14-2015 16:54:20,229.2328713,7,1,-0.499973714,3.664631844,2.171517914,0.986043302,8.345740169,3.749227173,-9.72271E-05,0,0,0,0,,1.185474613,,55.98473907
5743,26496.97882,12-14-2015 16:54:21,230.2482593,7,1,-0.500153542,3.664307833,2.171517914,0.986182178,8.345740169,3.749736081,-0.000129652,0,0,0,0,,1.185335736,,55.97812215
5744,26497.9791,12-14-2015 16:54:22,231.2485369,7,1,-0.500153542,3.664145708,2.171517914,0.986323239,8.345740169,3.750252971,-0.000129652,0,0,0,0,,1.185194675,,55.97140116
5745,26498.99455,12-14-2015 16:54:23,232.2639858,7,1,-0.499973714,3.663983583,2.171517914,0.98646212,8.345740169,3.750761853,-0.000162077,0,0,0,0,,1.185055795,,55.96478404
5746,26500.01036,12-14-2015 16:54:24,233.2797931,7,1,-0.499973714,3.663983583,2.171517914,0.986605367,8.345740169,3.751286706,-9.72271E-05,0,0,0,0,,1.184912548,,55.95795889
5747,26501.01038,12-14-2015 16:54:25,234.2798176,7,1,-0.500153542,3.663659573,2.171517914,0.986744254,8.345740169,3.751795572,-0.000162029,0,0,0,0,,1.184773661,,55.95134147
5748,26502.02592,12-14-2015 16:54:26,235.2953518,7,1,-0.499973714,3.663821697,2.171517914,0.986885311,8.345740169,3.752312368,-0.000129604,0,0,0,0,,1.184632603,,55.94462064
5749,26503.04151,12-14-2015 16:54:27,236.3109487,7,1,-0.500153542,3.663497448,2.171517914,0.987026365,8.345740169,3.752829134,-0.000129652,0,0,0,0,,1.18449155,,55.93789997
5750,26504.05715,12-14-2015 16:54:28,237.3265882,7,1,-0.499973714,3.663335323,2.171517914,0.987167418,8.345740169,3.753345881,-0.000162077,0,0,0,0,,1.184350496,,55.93117934
5751,26505.05719,12-14-2015 16:54:29,238.3266231,7,1,-0.500153542,3.663173437,2.171517914,0.987306308,8.345740169,3.753854687,-0.000129652,0,0,0,0,,1.184211606,,55.92456178
5752,26506.07276,12-14-2015 16:54:30,239.3421913,7,1,-0.499793887,3.663173437,2.171517914,0.987447352,8.345740169,3.754371365,-9.72271E-05,0,0,0,0,,1.184070562,,55.91784158
5753,26507.08835,12-14-2015 16:54:31,240.3577867,7,1,-0.499973714,3.663173437,2.171517914,0.987588421,8.345740169,3.754888112,-6.48022E-05,0,0,0,0,,1.183929494,,55.91112021
5754,26508.10405,12-14-2015 16:54:32,241.3734872,7,1,-3.999447823,3.392046213,2.171517914,0.98807127,8.345740169,3.756552903,-0.054290246,0,0,0,0,,1.183446644,,55.88811434
5755,26509.11964,12-14-2015 16:54:33,242.3890729,7,1,-3.99962759,3.385563612,2.171517914,0.989199565,8.345740169,3.760375953,-0.055586766,0,0,0,0,,1.18231835,,55.83435552
5756,26510.1352,12-14-2015 16:54:34,243.4046372,7,1,-3.999447823,3.381836414,2.171517914,0.990327841,8.345740169,3.764193533,-0.056332208,0,0,0,0,,1.181190073,,55.78059756
5757,26511.13521,12-14-2015 16:54:35,244.4046415,7,1,-3.999807358,3.378919125,2.171517914,0.99143882,8.345740169,3.767948914,-0.056850862,0,0,0,0,,1.180079095,,55.72766378
5758,26512.13522,12-14-2015 16:54:36,245.4046533,7,1,-3.999807358,3.376326323,2.171517914,0.992549818,8.345740169,3.771701456,-0.057336997,0,0,0,0,,1.178968097,,55.67472909
5759,26513.13527,12-14-2015 16:54:37,246.4047054,7,1,-3.99962759,3.374381542,2.171517914,0.993660868,8.345740169,3.775451677,-0.003014326,0,0,0,0,,1.177857046,,55.6217919
5760,26514.13537,12-14-2015 16:54:38,247.4048098,7,1,-3.99962759,3.372598886,2.171517914,0.994771964,8.345740169,3.779199883,-0.002398491,0,0,0,0,,1.17674595,,55.56885251
5761,26515.1506,12-14-2015 16:54:39,248.4200318,7,1,-3.999447823,3.370816231,2.171517914,0.995882735,8.345740169,3.782945083,-0.00204196,0,0,0,0,,1.17563518,,55.51592865
5762,26516.1508,12-14-2015 16:54:40,249.4202344,7,1,-2.499930143,3.486203194,2.171517914,0.996848382,8.345740169,3.786231318,0.021618843,0,0,0,0,,1.174669532,,55.46991934
5763,26517.1508,12-14-2015 16:54:41,250.4202401,7,1,-2.499750376,3.486365318,2.171517914,0.9975428,8.345740169,3.788652222,0.022105027,0,0,0,0,,1.173975115,,55.43683308
5764,26518.16645,12-14-2015 16:54:42,251.4358899,7,1,-2.499930143,3.485717058,2.171517914,0.998248085,8.345740169,3.791110801,0.022396754,0,0,0,0,,1.17326983,,55.40322899
5765,26519.16646,12-14-2015 16:54:43,252.4358958,7,1,-2.499930143,3.485393047,2.171517914,0.998942514,8.345740169,3.793531316,0.022688484,0,0,0,0,,1.1725754,,55.37014217
5766,26520.18204,12-14-2015 16:54:44,253.451471,7,1,-2.499930143,3.485068798,2.171517914,0.999647751,8.345740169,3.795989247,0.02294774,0,0,0,0,,1.171870163,,55.33654039
5767,26521.19756,12-14-2015 16:54:45,254.4669995,7,1,-2.499930143,3.484420538,2.171517914,1.000352929,8.345740169,3.798446657,-0.000388956,0,0,0,0,,1.171164985,,55.30294141
5768,26522.19759,12-14-2015 16:54:46,255.4670201,7,1,-2.499930143,3.484258652,2.171517914,1.001047349,8.345740169,3.800866217,-0.000356531,0,0,0,0,,1.170470565,,55.26985502
5769,26523.21328,12-14-2015 16:54:47,256.4827127,7,1,-2.499750376,3.483772278,2.171517914,1.00175266,8.345740169,3.803323506,-0.000388956,0,0,0,0,,1.169765254,,55.23624972
5770,26524.2289,12-14-2015 16:54:48,257.4983365,7,1,-2.499750376,3.483448267,2.171517914,1.002457912,8.345740169,3.805780333,-0.000388956,0,0,0,0,,1.169060003,,55.20264724
5771,26525.24412,12-14-2015 16:54:50,258.5135566,7,1,-2.499930143,3.482800007,2.171517914,1.003152066,8.345740169,3.808198208,-0.000453758,0,0,0,0,,1.168365849,,55.16957353
5772,26526.2444,12-14-2015 16:54:51,259.5138365,7,1,-2.499930143,3.482637882,2.171517914,1.003857482,8.345740169,3.810655036,-0.000324154,0,0,0,0,,1.167660432,,55.1359632
5773,26527.2444,12-14-2015 16:54:52,260.5138386,7,1,-2.499750376,3.482313871,2.171517914,1.004551884,8.345740169,3.813073246,-0.000388956,0,0,0,0,,1.166966031,,55.10287769
5774,26528.2601,12-14-2015 16:54:53,261.5295387,7,1,-2.49957037,3.481989622,2.171517914,1.005257191,8.345740169,3.815529163,-0.000355425,0,0,0,0,,1.166260723,,55.06927254
5775,26529.26012,12-14-2015 16:54:54,262.5295507,7,1,-2.499750376,3.481503487,2.171517914,1.005951596,8.345740169,3.817946854,-0.000388956,0,0,0,0,,1.165566319,,55.03618689
5776,26530.27572,12-14-2015 16:54:55,263.545152,7,1,-2.499750376,3.481179476,2.171517914,1.006656833,8.345740169,3.820402015,-0.000388908,0,0,0,0,,1.164861081,,55.00258509
5777,26531.29113,12-14-2015 16:54:56,264.5605603,7,1,-2.499930143,3.48069334,2.171517914,1.007351243,8.345740169,3.822819209,-0.000388908,0,0,0,0,,1.164166671,,54.96949919
5778,26532.30698,12-14-2015 16:54:57,265.5764195,7,1,-2.499750376,3.480369091,2.171517914,1.008067369,8.345740169,3.825311748,-0.000356531,0,0,0,0,,1.163450545,,54.93537857
5779,26533.30713,12-14-2015 16:54:58,266.5765652,7,1,-2.499750376,3.48004508,2.171517914,1.00876188,8.345740169,3.827728802,-0.000324106,0,0,0,0,,1.162756034,,54.90228786
5780,26534.32245,12-14-2015 16:54:59,267.5918819,7,1,-2.49957037,3.479882956,2.171517914,1.009466926,8.345740169,3.830182306,-0.000291681,0,0,0,0,,1.162050988,,54.86869518
5781,26535.32245,12-14-2015 16:55:00,268.5918864,7,1,-2.499750376,3.47939682,2.171517914,1.010161331,8.345740169,3.83259855,-0.000324106,0,0,0,0,,1.161356583,,54.83560949
5782,26536.33814,12-14-2015 16:55:01,269.6075793,7,1,-2.499930143,3.478910446,2.171517914,1.010866634,8.345740169,3.835052474,-0.000324154,0,0,0,0,,1.16065128,,54.80200459
5783,26537.33817,12-14-2015 16:55:02,270.6076003,7,1,-2.499930143,3.47874856,2.171517914,1.011561064,8.345740169,3.83746834,-0.000291681,0,0,0,0,,1.15995685,,54.76891771
5784,26538.33818,12-14-2015 16:55:03,271.6076183,7,1,-2.499930143,3.478586435,2.171517914,1.012255483,8.345740169,3.839883953,-0.000291729,0,0,0,0,,1.159262431,,54.73583135
5785,26539.3538,12-14-2015 16:55:04,272.6232359,7,1,-2.499750376,3.4781003,2.171517914,1.012960744,8.345740169,3.842337043,-0.000356531,0,0,0,0,,1.15855717,,54.70222843
5786,26540.36948,12-14-2015 16:55:05,273.6389189,7,1,0.999544024,3.75101018,2.171687186,1.013235228,8.346374769,3.843292131,0.054290295,0,0,0,0,,1.158451958,,54.69721549
5787,26541.38502,12-14-2015 16:55:06,274.6544556,7,1,0.999723852,3.754575491,2.171969153,1.013235228,8.347432955,3.843292131,0.055100583,0,0,0,0,,1.158733925,,54.71065012
5788,26542.38508,12-14-2015 16:55:07,275.6545104,7,1,0.999544024,3.756682158,2.172246821,1.013235228,8.348475778,3.843292131,0.055586718,0,0,0,0,,1.159011593,,54.72387991
5789,26543.38522,12-14-2015 16:55:08,276.6546554,7,1,0.999364197,3.758626938,2.172524517,1.013235228,8.349519281,3.843292131,0.056072902,0,0,0,0,,1.159289289,,54.73711102
5790,26544.40041,12-14-2015 16:55:09,277.6698498,7,1,0.999544024,3.760247707,2.172802098,1.013235228,8.350562821,3.843292131,0.056461908,0,0,0,0,,1.15956687,,54.75033666
5791,26545.40052,12-14-2015 16:55:10,278.6699551,7,1,0.999544024,3.761706114,2.173084046,1.013235228,8.351623211,3.843292131,0.001944733,0,0,0,0,,1.159848817,,54.76377037
5792,26546.41625,12-14-2015 16:55:11,279.6856833,7,1,0.999544024,3.763002634,2.173366059,1.013235228,8.352684239,3.843292131,0.001555777,0,0,0,0,,1.160130831,,54.7772072
5793,26547.41627,12-14-2015 16:55:12,280.6857011,7,1,0.999544024,3.76413703,2.173643706,1.013235228,8.353729181,3.843292131,0.0013937,0,0,0,0,,1.160408478,,54.79043602
5794,26548.43192,12-14-2015 16:55:13,281.7013523,7,1,-0.999872863,3.609693289,2.173734821,1.013421859,8.354072161,3.84396598,-0.029883957,0,0,0,0,,1.160312962,,54.78588504
5795,26549.44744,12-14-2015 16:55:14,282.716876,7,1,-0.999513268,3.608558893,2.173734821,1.013703886,8.354072161,3.844983818,-0.03043499,0,0,0,0,,1.160030935,,54.77244755
5796,26550.46308,12-14-2015 16:55:15,283.7325136,7,1,-0.999693096,3.607910633,2.173734821,1.013985955,8.354072161,3.846001572,-0.030823946,0,0,0,0,,1.159748866,,54.75900807
5797,26551.46309,12-14-2015 16:55:16,284.7325211,7,1,-0.999872863,3.607262373,2.173734821,1.014263678,8.354072161,3.847003487,-0.03124528,0,0,0,0,,1.159471143,,54.74577567
5798,26552.46311,12-14-2015 16:55:17,285.7325479,7,1,-0.999693096,3.606938362,2.173734821,1.014541405,8.354072161,3.848005291,-0.001004791,0,0,0,0,,1.159193416,,54.73254308
5799,26553.47858,12-14-2015 16:55:18,286.7480134,7,1,-0.999693096,3.606614351,2.173734821,1.014823424,8.354072161,3.849022469,-0.00051856,0,0,0,0,,1.158911397,,54.71910595
5800,26554.49429,12-14-2015 16:55:19,287.7637297,7,1,-0.999872863,3.606290102,2.173734821,1.015105513,8.354072161,3.850039791,-0.000388956,0,0,0,0,,1.158629308,,54.70566554
5801,26555.50961,12-14-2015 16:55:20,288.7790488,7,1,-0.999693096,3.605966091,2.173734821,1.015387499,8.354072161,3.851056653,-0.000324106,0,0,0,0,,1.158347322,,54.69223002
5802,26556.50969,12-14-2015 16:55:21,289.7791272,7,1,-0.999872863,3.605641842,2.173734821,1.015660955,8.354072161,3.852042703,-0.000324106,0,0,0,0,,1.158073866,,54.67920089
5803,26557.50995,12-14-2015 16:55:22,290.7793817,7,1,-0.999513268,3.605641842,2.173734821,1.015943016,8.354072161,3.853059715,-0.000226879,0,0,0,0,,1.157791805,,54.66576178
5804,26558.52553,12-14-2015 16:55:23,291.794965,7,1,-0.999693096,3.605155706,2.173734821,1.016225053,8.354072161,3.854076562,-0.000226879,0,0,0,0,,1.157509769,,54.65232385
5805,26559.54114,12-14-2015 16:55:24,292.8105752,7,1,-0.999693096,3.604993582,2.173734821,1.016507112,8.354072161,3.855093423,-0.000226879,0,0,0,0,,1.15722771,,54.63888485
5806,26560.54117,12-14-2015 16:55:25,293.810605,7,1,-0.999693096,3.604993582,2.173734821,1.016784842,8.354072161,3.856094628,-0.000194502,0,0,0,0,,1.15694998,,54.6256521
5807,26561.55678,12-14-2015 16:55:26,294.8262191,7,1,-0.999872863,3.604669571,2.173734821,1.017066902,8.354072161,3.857111384,-0.000194454,0,0,0,0,,1.156667919,,54.61221301
5808,26562.55679,12-14-2015 16:55:27,295.8262248,7,1,-0.999872863,3.604507446,2.173734821,1.017344618,8.354072161,3.858112435,-0.000194454,0,0,0,0,,1.156390203,,54.59898097
5809,26563.55682,12-14-2015 16:55:28,296.8262529,7,1,-0.999872863,3.604345322,2.173734821,1.017622343,8.354072161,3.859113483,-0.000162077,0,0,0,0,,1.156112478,,54.58574843
5810,26564.57237,12-14-2015 16:55:29,297.8418035,7,1,-0.999693096,3.604183435,2.173734821,1.017904385,8.354072161,3.860130035,-0.000162029,0,0,0,0,,1.155830436,,54.57231023
5811,26565.57238,12-14-2015 16:55:30,298.8418113,7,1,-0.999872863,3.604021311,2.173734821,1.018182115,8.354072161,3.861130995,-9.72271E-05,0,0,0,0,,1.155552706,,54.55907751
5812,26566.58805,12-14-2015 16:55:31,299.8574848,7,1,-0.999693096,3.604021311,2.173734821,1.018464187,8.354072161,3.862147562,-9.72271E-05,0,0,0,0,,1.155270635,,54.5456379
5813,26567.60342,12-14-2015 16:55:32,300.8728532,7,1,-0.999872863,3.603697062,2.173734821,1.018741889,8.354072161,3.863148328,-0.000129652,0,0,0,0,,1.154992932,,54.53240647
5814,26568.60359,12-14-2015 16:55:33,301.8730281,7,1,-0.999693096,3.603535175,2.173734821,1.019023949,8.354072161,3.864164768,-0.000162029,0,0,0,0,,1.154710872,,54.5189674
5815,26569.60364,12-14-2015 16:55:34,302.873079,7,1,-0.999693096,3.603535175,2.173734821,1.019301685,8.354072161,3.865165594,-9.72271E-05,0,0,0,0,,1.154433136,,54.50573439
5816,26570.61926,12-14-2015 16:55:35,303.8886955,7,1,-0.999872863,3.603373051,2.173734821,1.019583747,8.354072161,3.866181984,-0.000129652,0,0,0,0,,1.154151074,,54.49229521
5817,26571.63486,12-14-2015 16:55:36,304.9042926,7,1,-0.999872863,3.603210926,2.173734821,1.019865793,8.354072161,3.867198274,-9.72271E-05,0,0,0,0,,1.153869028,,54.47885685
5818,26572.63503,12-14-2015 16:55:37,305.9044687,7,1,-0.999693096,3.603048801,2.173734821,1.020143557,8.354072161,3.868199103,-0.000129652,0,0,0,0,,1.153591264,,54.46562248
5819,26573.65047,12-14-2015 16:55:38,306.9199009,7,1,-0.999872863,3.602886915,2.173734821,1.020425569,8.354072161,3.869215201,-9.72271E-05,0,0,0,0,,1.153309252,,54.45218572
5820,26574.66584,12-14-2015 16:55:39,307.9352759,7,1,-0.999872863,3.602724791,2.173734821,1.020703277,8.354072161,3.870215759,-0.000162077,0,0,0,0,,1.153031544,,54.43895401
5821,26575.66604,12-14-2015 16:55:40,308.9354764,7,1,-0.999693096,3.602724791,2.173734821,1.020985325,8.354072161,3.871231915,-0.000129652,0,0,0,0,,1.152749496,,54.42551553
5822,26576.68166,12-14-2015 16:55:41,309.9510948,7,1,-0.999693096,3.602562666,2.173734821,1.021267383,8.354072161,3.87224807,-0.000129652,0,0,0,0,,1.152467439,,54.4120766
5823,26577.69726,12-14-2015 16:55:42,310.966694,7,1,-0.999693096,3.602562666,2.173734821,1.021549445,8.354072161,3.873264205,-9.72271E-05,0,0,0,0,,1.152185377,,54.39863744
5824,26578.69726,12-14-2015 16:55:43,311.9666982,7,1,-0.999693096,3.60240078,2.173734821,1.021827172,8.354072161,3.874264685,-9.72271E-05,0,0,0,0,,1.151907649,,54.38540483
5825,26579.71288,12-14-2015 16:55:44,312.9823142,7,1,-0.999693096,3.602238655,2.173734821,1.02210923,8.354072161,3.875280744,-9.72271E-05,0,0,0,0,,1.151625591,,54.37196588
5826,26580.713,12-14-2015 16:55:45,313.9824366,7,1,2.00006175,3.835929871,2.17426651,1.022117921,8.356110088,3.875312051,0.046641015,0,0,0,0,,1.15214859,,54.39688469
5827,26581.72849,12-14-2015 16:55:46,314.9979274,7,1,2.00006175,3.838684797,2.174830659,1.022117921,8.358274899,3.875312051,0.047224425,0,0,0,0,,1.152712738,,54.42376414
5828,26582.74414,12-14-2015 16:55:47,316.0135735,7,1,2.00006175,3.840953827,2.175394897,1.022117921,8.360441494,3.875312051,0.047743034,0,0,0,0,,1.153276976,,54.45064788
5829,26583.75975,12-14-2015 16:55:48,317.0291807,7,1,2.00006175,3.842898369,2.175959103,1.022117921,8.362609126,3.875312051,0.048131943,0,0,0,0,,1.153841182,,54.47753008
5830,26584.77536,12-14-2015 16:55:49,318.0447999,7,1,1.999881864,3.844681025,2.176523325,1.022117921,8.364777834,3.875312051,0.002398491,0,0,0,0,,1.154405404,,54.50441307
5831,26585.79066,12-14-2015 16:55:50,319.0600931,7,1,1.999701977,3.845977545,2.177087359,1.022117921,8.366946704,3.875312051,0.001815081,0,0,0,0,,1.154969438,,54.53128705
5832,26586.79098,12-14-2015 16:55:51,320.0604132,7,1,1.999881864,3.84743619,2.177643076,1.022117921,8.369084422,3.875312051,0.001620626,0,0,0,0,,1.155525155,,54.55776482
5833,26587.80663,12-14-2015 16:55:52,321.0760651,7,1,-7.45215E-05,3.69655776,2.178176926,1.022117921,8.371138412,3.875312051,-0.02897644,0,0,0,0,,1.156059005,,54.58320066
5834,26588.80664,12-14-2015 16:55:53,322.0760728,7,1,-7.45215E-05,3.693964958,2.178176927,1.022117957,8.371138415,3.875312186,-0.029851532,0,0,0,0,,1.156058969,,54.58319897
5835,26589.80665,12-14-2015 16:55:54,323.0760872,7,1,-0.000254341,3.693154573,2.178176927,1.022117998,8.371138417,3.875312336,-0.030305291,0,0,0,0,,1.156058929,,54.58319705
5836,26590.8222,12-14-2015 16:55:55,324.091638,7,1,-0.000254341,3.692992449,2.178176928,1.022118044,8.371138421,3.875312506,-0.030694246,0,0,0,0,,1.156058884,,54.58319491
5837,26591.82221,12-14-2015 16:55:56,325.091642,7,1,-0.000254341,3.692830324,2.178176929,1.022118091,8.371138424,3.875312678,-0.031018401,0,0,0,0,,1.156058839,,54.58319274
