Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,충전용량-방전용량,,soc
11602,22700.07867,02-28-2016 00:33:28,552.0551723,7,1,-1.389267564,3.525856018,1.824334624,0.865403247,7.132306579,3.275076095,-0.000712728,0,0,0,0,,0.958931377,,54.05788382
11603,22701.07867,02-28-2016 00:33:29,553.055175,7,1,-1.389267564,3.525207996,1.824334624,0.865789153,7.132306579,3.276436607,-0.000615549,0,0,0,0,,0.958545471,,54.03742983
11604,22702.09434,02-28-2016 00:33:30,554.0708378,7,1,-1.389267564,3.524559975,1.824334624,0.866181115,7.132306579,3.277818217,-0.000550795,0,0,0,0,,0.958153509,,54.01665486
11605,22703.10989,02-28-2016 00:33:31,555.0863898,7,1,-1.389267564,3.524074078,1.824334624,0.86657303,7.132306579,3.279199441,-0.00051837,0,0,0,0,,0.957761594,,53.99588234
11606,22704.12557,02-28-2016 00:33:32,556.1020691,7,1,-1.389267564,3.523587942,1.824334624,0.866964983,7.132306579,3.280580612,-0.000485992,0,0,0,0,,0.957369641,,53.97510786
11607,22705.14118,02-28-2016 00:33:33,557.1176857,7,1,-1.389267564,3.523102045,1.824334624,0.867356915,7.132306579,3.281961516,-0.00042119,0,0,0,0,,0.95697771,,53.95433448
11608,22706.15675,02-28-2016 00:33:34,558.133254,7,1,-1.389267564,3.522778034,1.824334624,0.867748825,7.132306579,3.283342157,-0.000356388,0,0,0,0,,0.956585799,,53.93356221
11609,22707.17231,02-28-2016 00:33:36,559.1488089,7,1,-1.389087558,3.522292137,1.824334624,0.868140735,7.132306579,3.284722598,-0.000388765,0,0,0,0,,0.956193889,,53.91278999
11610,22708.18811,02-28-2016 00:33:37,560.1646125,7,1,-1.111428857,3.548048735,1.824334624,0.868522466,7.132306579,3.286068062,0.004892158,0,0,0,0,,0.955812158,,53.8925573
11611,22709.20353,02-28-2016 00:33:38,561.1800358,7,1,-1.11124897,3.549182653,1.824334624,0.868835894,7.132306579,3.287180385,0.005183697,0,0,0,0,,0.95549873,,53.87594483
11612,22710.2192,02-28-2016 00:33:39,562.1957057,7,1,-1.11124897,3.549182653,1.824334624,0.869149412,7.132306579,3.288293103,0.005248499,0,0,0,0,,0.955185212,,53.85932756
11613,22711.21923,02-28-2016 00:33:40,563.1957363,7,1,-1.11124897,3.549020767,1.824334624,0.86945809,7.132306579,3.289388654,0.005378151,0,0,0,0,,0.954876534,,53.84296686
11614,22712.23477,02-28-2016 00:33:41,564.2112685,7,1,-1.111428857,3.548858643,1.824334624,0.86977156,7.132306579,3.290501196,0.00541048,0,0,0,0,,0.954563065,,53.82635217
11615,22713.23479,02-28-2016 00:33:42,565.2112953,7,1,-1.11124897,3.549020767,1.824334624,0.870080241,7.132306579,3.291596715,0,0,0,0,0,,0.954254383,,53.80999125
11616,22714.25036,02-28-2016 00:33:43,566.2268659,7,1,-1.11124897,3.548858643,1.824334624,0.870393732,7.132306579,3.292709279,-6.48022E-05,0,0,0,0,,0.953940892,,53.79337546
11617,22715.26595,02-28-2016 00:33:44,567.2424555,7,1,-1.11124897,3.548858643,1.824334624,0.87070721,7.132306579,3.293821758,-6.48022E-05,0,0,0,0,,0.953627414,,53.77676033
11618,22716.28165,02-28-2016 00:33:45,568.2581548,7,1,-1.11124897,3.54853487,1.824334624,0.871020734,7.132306579,3.294934368,-9.71794E-05,0,0,0,0,,0.95331389,,53.76014274
11619,22717.29718,02-28-2016 00:33:46,569.2736836,7,1,-1.11124897,3.54853487,1.824334624,0.871334206,7.132306579,3.296046746,-9.71794E-05,0,0,0,0,,0.953000418,,53.74352794
11620,22718.2972,02-28-2016 00:33:47,570.273702,7,1,-1.111068964,3.54853487,1.824334624,0.871642885,7.132306579,3.297142081,-6.47545E-05,0,0,0,0,,0.952691739,,53.7271672
11621,22719.31292,02-28-2016 00:33:48,571.2894271,7,1,-1.111428857,3.548048735,1.824334624,0.871956422,7.132306579,3.298254613,-0.000161982,0,0,0,0,,0.952378202,,53.7105489
11622,22720.31305,02-28-2016 00:33:49,572.2895483,7,1,-1.11124897,3.548048735,1.824334624,0.872265119,7.132306579,3.299349934,-9.72271E-05,0,0,0,0,,0.952069505,,53.69418718
11623,22721.32842,02-28-2016 00:33:50,573.3049215,7,1,-1.11124897,3.547886848,1.824334624,0.872578543,7.132306579,3.300461978,-9.71794E-05,0,0,0,0,,0.951756081,,53.67757493
11624,22722.34405,02-28-2016 00:33:51,574.3205547,7,1,-1.111068964,3.547886848,1.824334624,0.872892052,7.132306579,3.301574271,-9.71794E-05,0,0,0,0,,0.951442572,,53.66095818
11625,22723.35961,02-28-2016 00:33:52,575.3361127,7,1,-1.389447451,3.520672321,1.824334624,0.873227842,7.132306579,3.30276266,-0.005540085,0,0,0,0,,0.951106782,,53.64316042
11626,22724.37526,02-28-2016 00:33:53,576.3517578,7,1,-1.389267564,3.519700289,1.824334624,0.873619793,7.132306579,3.30414236,-0.005702114,0,0,0,0,,0.950714831,,53.62238602
11627,22725.37538,02-28-2016 00:33:54,577.3518806,7,1,-1.389267564,3.519052267,1.824334624,0.874005742,7.132306579,3.305500659,-0.005799294,0,0,0,0,,0.950328882,,53.60192978
11628,22726.39082,02-28-2016 00:33:55,578.3673256,7,1,-1.389087558,3.518728256,1.824334624,0.874397604,7.132306579,3.306879574,-0.005799294,0,0,0,0,,0.94993702,,53.58116007
11629,22727.40647,02-28-2016 00:33:56,579.3829702,7,1,-1.389087558,3.518242359,1.824334624,0.874789547,7.132306579,3.30825859,-0.000874758,0,0,0,0,,0.949545077,,53.56038611
11630,22728.42205,02-28-2016 00:33:57,580.3985569,7,1,-1.389087558,3.517918348,1.824334624,0.875181468,7.132306579,3.309637377,-0.00042119,0,0,0,0,,0.949153156,,53.53961332
11631,22729.43768,02-28-2016 00:33:58,581.4141819,7,1,-1.389267564,3.517432451,1.824334624,0.8755734,7.132306579,3.311016044,-0.000356388,0,0,0,0,,0.948761224,,53.51883991
11632,22730.45326,02-28-2016 00:33:59,582.4297592,7,1,-1.389447451,3.516946316,1.824334624,0.875965329,7.132306579,3.312394548,-0.000356388,0,0,0,0,,0.948369296,,53.49806671
11633,22731.46888,02-28-2016 00:34:00,583.4453873,7,1,-1.389267564,3.516622305,1.824334624,0.876357266,7.132306579,3.313772952,-0.000324011,0,0,0,0,,0.947977358,,53.47729301
11634,22732.46891,02-28-2016 00:34:01,584.4454155,7,1,-1.389267564,3.516460419,1.824334624,0.876743189,7.132306579,3.315130062,-0.000323963,0,0,0,0,,0.947591435,,53.45683813
11635,22733.48443,02-28-2016 00:34:02,585.4609322,7,1,-1.389267564,3.516136408,1.824334624,0.87713509,7.132306579,3.316508081,-0.000291586,0,0,0,0,,0.947199535,,53.43606641
11636,22734.48446,02-28-2016 00:34:03,586.4609654,7,1,-1.389087558,3.515812397,1.824334624,0.877521011,7.132306579,3.317864941,-0.000259209,0,0,0,0,,0.946813613,,53.41561161
11637,22735.50012,02-28-2016 00:34:04,587.4766228,7,1,-1.389447451,3.515488386,1.824334624,0.877912963,7.132306579,3.319242905,-0.000259209,0,0,0,0,,0.946421661,,53.39483714
11638,22736.51569,02-28-2016 00:34:05,588.4921976,7,1,-1.389447451,3.515164375,1.824334624,0.878304884,7.132306579,3.32062063,-0.000226831,0,0,0,0,,0.946029741,,53.37406437
11639,22737.53138,02-28-2016 00:34:06,589.5078805,7,1,-1.389267564,3.514840603,1.824334624,0.878696858,7.132306579,3.321998422,-0.000259161,0,0,0,0,,0.945637766,,53.35328874
11640,22738.5469,02-28-2016 00:34:07,590.5234051,7,1,-1.389267564,3.514516592,1.824334624,0.879088756,7.132306579,3.323375848,-0.000259161,0,0,0,0,,0.945245868,,53.33251711
11641,22739.54696,02-28-2016 00:34:08,591.5234652,7,1,-1.389087558,3.514354467,1.824334624,0.879474685,7.132306579,3.324732198,-0.000226784,0,0,0,0,,0.944859939,,53.31206192
11642,22740.56258,02-28-2016 00:34:09,592.5390825,7,1,-1.389267564,3.51386857,1.824334624,0.879866605,7.132306579,3.326109473,-0.000226784,0,0,0,0,,0.944468019,,53.29128919
11643,22741.57821,02-28-2016 00:34:10,593.5547088,7,1,-1.388907671,3.51386857,1.824334624,0.880180123,7.132306579,3.327211157,-0.000226784,0,0,0,0,,0.944154501,,53.27467189
11644,22742.59379,02-28-2016 00:34:11,594.5702931,7,1,-1.389447451,3.513544559,1.824334624,0.880650441,7.132306579,3.32886374,-0.000259209,0,0,0,0,,0.943684183,,53.24974386
11645,22743.60938,02-28-2016 00:34:12,595.5858791,7,1,-1.667466044,3.486006021,1.824334624,0.881081625,7.132306579,3.330372433,-0.005734491,0,0,0,0,,0.943253,,53.22689005
11646,22744.60938,02-28-2016 00:34:13,596.5858867,7,1,-1.667466044,3.485033989,1.824334624,0.881544822,7.132306579,3.331986924,-0.005799294,0,0,0,0,,0.942789802,,53.20233939
11647,22745.62509,02-28-2016 00:34:14,597.6015942,7,1,-1.667286158,3.484548092,1.824334624,0.882015295,7.132306579,3.333626438,-0.005864096,0,0,0,0,,0.942319329,,53.17740313
11648,22746.62523,02-28-2016 00:34:15,598.6017355,7,1,-1.667466044,3.48390007,1.824334624,0.882478563,7.132306579,3.335240567,-0.005928898,0,0,0,0,,0.941856061,,53.15284877
11649,22747.64058,02-28-2016 00:34:16,599.6170818,7,1,-1.66764605,3.483414173,1.824334624,0.882948872,7.132306579,3.336878986,-0.000583172,0,0,0,0,,0.941385753,,53.12792123
11650,22748.65625,02-28-2016 00:34:17,600.632756,7,1,-1.667466044,3.482766151,1.824334624,0.883419331,7.132306579,3.338517615,-0.00051837,0,0,0,0,,0.940915293,,53.1029857
11651,22749.67182,02-28-2016 00:34:18,601.6483187,7,1,-1.667466044,3.482442141,1.824334624,0.88388973,7.132306579,3.340155868,-0.000453568,0,0,0,0,,0.940444894,,53.07805334
11652,22750.68746,02-28-2016 00:34:19,602.6639599,7,1,-1.667466044,3.481956244,1.824334624,0.88436017,7.132306579,3.34179406,-0.000388765,0,0,0,0,,0.939974454,,53.05311881
11653,22751.70305,02-28-2016 00:34:20,603.6795517,7,1,-1.667466044,3.481632233,1.824334624,0.884830603,7.132306579,3.343432005,-0.000388765,0,0,0,0,,0.939504021,,53.02818467
11654,22752.7187,02-28-2016 00:34:21,604.6951994,7,1,-1.66764605,3.481146336,1.824334624,0.885301051,7.132306579,3.345069828,-0.000356388,0,0,0,0,,0.939033573,,53.00324975
11655,22753.73419,02-28-2016 00:34:22,605.7106927,7,1,-1.11124897,3.535899401,1.824334624,0.885666411,7.132306579,3.346352889,0.010659027,0,0,0,0,,0.938668213,,52.98388475
11656,22754.73419,02-28-2016 00:34:23,606.7106933,7,1,-1.11124897,3.536709309,1.824334624,0.885975082,7.132306579,3.347444421,0.010918235,0,0,0,0,,0.938359542,,52.9675244
11657,22755.74981,02-28-2016 00:34:24,607.7263083,7,1,-1.11124897,3.537033319,1.824334624,0.88628858,7.132306579,3.348553197,0.011080218,0,0,0,0,,0.938046044,,52.95090821
11658,22756.74993,02-28-2016 00:34:25,608.7264374,7,1,-1.11124897,3.537195444,1.824334624,0.886597302,7.132306579,3.349645173,0.011209821,0,0,0,0,,0.937737322,,52.93454516
11659,22757.76541,02-28-2016 00:34:26,609.741915,7,1,-1.11124897,3.537519217,1.824334624,0.886910765,7.132306579,3.350753992,0.000388765,0,0,0,0,,0.937423859,,52.91793085
11660,22758.78103,02-28-2016 00:34:27,610.7575358,7,1,-1.11124897,3.537519217,1.824334624,0.887224269,7.132306579,3.351863015,0.000226784,0,0,0,0,,0.937110355,,52.90131434
11661,22759.78106,02-28-2016 00:34:28,611.7575668,7,1,-1.11124897,3.537843227,1.824334624,0.887532947,7.132306579,3.352955022,0.000194359,0,0,0,0,,0.936801677,,52.88495362
11662,22760.79662,02-28-2016 00:34:29,612.7731247,7,1,-1.111068964,3.538005352,1.824334624,0.887846428,7.132306579,3.354064055,0.000161982,0,0,0,0,,0.936488196,,52.8683383
11663,22761.81226,02-28-2016 00:34:30,613.7887645,7,1,-1.11124897,3.537843227,1.824334624,0.888159941,7.132306579,3.355173217,9.71794E-05,0,0,0,0,,0.936174684,,52.85172136
11664,22762.82799,02-28-2016 00:34:31,614.8044897,7,1,-1.11124897,3.537843227,1.824334624,0.888473475,7.132306579,3.356282476,3.23772E-05,0,0,0,0,,0.935861149,,52.83510324
11665,22763.84352,02-28-2016 00:34:32,615.8200251,7,1,-1.11124897,3.538005352,1.824334624,0.888786954,7.132306579,3.357391548,6.48022E-05,0,0,0,0,,0.93554767,,52.81848807
11666,22764.84358,02-28-2016 00:34:33,616.8200795,7,1,-1.111068964,3.538167238,1.824334624,0.889095654,7.132306579,3.35848373,6.48022E-05,0,0,0,0,,0.93523897,,52.80212616
11667,22765.85905,02-28-2016 00:34:34,617.8355535,7,1,-1.111428857,3.537843227,1.824334624,0.88940911,7.132306579,3.359592752,-3.24249E-05,0,0,0,0,,0.934925514,,52.78551221
11668,22766.87466,02-28-2016 00:34:35,618.8511584,7,1,-1.11124897,3.538005352,1.824334624,0.889722614,7.132306579,3.360701943,3.24249E-05,0,0,0,0,,0.93461201,,52.7688957
11669,22767.87477,02-28-2016 00:34:36,619.851272,7,1,-1.111068964,3.538167238,1.824334624,0.89003133,7.132306579,3.361794204,3.23772E-05,0,0,0,0,,0.934303294,,52.75253296
11670,22768.89027,02-28-2016 00:34:37,620.8667691,7,1,0.221800864,3.669704437,1.824385645,0.890086274,7.132493659,3.361988704,0.026339818,0,0,0,0,,0.934299372,,52.75232507
11671,22769.90589,02-28-2016 00:34:38,621.8823962,7,1,0.22198081,3.672296286,1.824448228,0.890086274,7.132723414,3.361988704,0.02682581,0,0,0,0,,0.934361955,,52.75564213
11672,22770.92147,02-28-2016 00:34:39,622.8979767,7,1,0.221620917,3.674078226,1.824510804,0.890086274,7.132953273,3.361988704,0.027214576,0,0,0,0,,0.934424531,,52.75895882
11673,22771.93712,02-28-2016 00:34:40,623.9136227,7,1,0.221620917,3.675536156,1.824573384,0.890086274,7.133183249,3.361988704,0.027506161,0,0,0,0,,0.93448711,,52.76227568
11674,22772.95271,02-28-2016 00:34:41,624.9292091,7,1,0.221800864,3.676994085,1.824635962,0.890086274,7.13341331,3.361988704,0.001522732,0,0,0,0,,0.934549688,,52.76559248
11675,22773.96828,02-28-2016 00:34:42,625.9447807,7,1,0.221620917,3.678290129,1.824698537,0.890086274,7.133643445,3.361988704,0.001263571,0,0,0,0,,0.934612263,,52.76890912
11676,22774.9683,02-28-2016 00:34:43,626.9447989,7,1,0.221620917,3.679424047,1.824760154,0.890086274,7.133870126,3.361988704,0.001101542,0,0,0,0,,0.93467388,,52.77217496
11677,22775.96832,02-28-2016 00:34:44,627.9448212,7,1,0.221800864,3.680719852,1.82482177,0.890086274,7.134096874,3.361988704,0.001004314,0,0,0,0,,0.934735497,,52.7754408
11678,22776.98391,02-28-2016 00:34:45,628.9604088,7,1,0.22198081,3.68152976,1.824884353,0.890086274,7.134327244,3.361988704,0.000907135,0,0,0,0,,0.93479808,,52.77875786
11679,22777.9995,02-28-2016 00:34:46,629.9760041,7,1,0.22198081,3.682501793,1.82494693,0.890086274,7.13455765,3.361988704,0.000874758,0,0,0,0,,0.934860656,,52.78207455
11680,22779.0151,02-28-2016 00:34:47,630.9915999,7,1,-0.666958988,3.59551239,1.824950792,0.890260869,7.134571874,3.362616765,-0.016749907,0,0,0,0,,0.934689923,,52.77302527
11681,22780.03077,02-28-2016 00:34:48,632.0072707,7,1,-0.666958988,3.594864368,1.824950792,0.890449023,7.134571874,3.3632932,-0.017073918,0,0,0,0,,0.934501769,,52.76305263
11682,22781.04633,02-28-2016 00:34:49,633.0228333,7,1,-0.666958988,3.594216347,1.824950792,0.890637154,7.134571874,3.363969446,-0.017397929,0,0,0,0,,0.934313638,,52.75308121
11683,22782.06206,02-28-2016 00:34:50,634.0385594,7,1,-0.666958988,3.594054461,1.824950792,0.890825314,7.134571874,3.364645737,-0.01765709,0,0,0,0,,0.934125478,,52.74310828
11684,22783.07763,02-28-2016 00:34:51,635.0541372,7,1,-0.666779041,3.593892336,1.824950792,0.89101344,7.134571874,3.365321864,-0.000356388,0,0,0,0,,0.933937352,,52.73313711
11685,22784.07784,02-28-2016 00:34:52,636.054341,7,1,-0.666779041,3.59373045,1.824950792,0.891198725,7.134571874,3.365987749,-0.000194407,0,0,0,0,,0.933752066,,52.72331651
11686,22785.09324,02-28-2016 00:34:53,637.0697457,7,1,-0.666779041,3.59373045,1.824950792,0.891386819,7.134571874,3.366663701,-0.000129604,0,0,0,0,,0.933563973,,52.71334706
11687,22786.10882,02-28-2016 00:34:54,638.0853197,7,1,-0.666958988,3.593568325,1.824950792,0.891574949,7.134571874,3.367339755,-0.000129604,0,0,0,0,,0.933375843,,52.7033757
11688,22787.12443,02-28-2016 00:34:55,639.1009358,7,1,-0.666958988,3.593406439,1.824950792,0.891763088,7.134571874,3.368015816,-9.71794E-05,0,0,0,0,,0.933187704,,52.69340389
11689,22788.12459,02-28-2016 00:34:56,640.1010899,7,1,-0.278452694,3.629206657,1.824950792,0.891940766,7.134571874,3.368654477,0.007127666,0,0,0,0,,0.933010026,,52.68398647
11690,22789.14006,02-28-2016 00:34:57,641.116563,7,1,-0.278452694,3.631798506,1.824950792,0.892019312,7.134571874,3.368939686,0.007646036,0,0,0,0,,0.93293148,,52.67982336
11691,22790.15565,02-28-2016 00:34:58,642.1321536,7,1,-0.278452694,3.632446527,1.824950792,0.892097879,7.134571874,3.36922505,0.007808018,0,0,0,0,,0.932852913,,52.67565908
11692,22791.17125,02-28-2016 00:35:00,643.1477526,7,1,-0.278272748,3.632932425,1.824950792,0.892176449,7.134571874,3.369510466,0.007905197,0,0,0,0,,0.932774343,,52.6714947
11693,22792.18691,02-28-2016 00:35:01,644.1634147,7,1,-0.278452694,3.633256435,1.824950792,0.892255024,7.134571874,3.369795933,0.008002376,0,0,0,0,,0.932695768,,52.66733001
11694,22793.20247,02-28-2016 00:35:02,645.1789729,7,1,-0.278632641,3.633580446,1.824950792,0.892333586,7.134571874,3.37008138,0.000388813,0,0,0,0,,0.932617206,,52.66316601
11695,22794.21803,02-28-2016 00:35:03,646.1945308,7,1,-0.278632641,3.633742332,1.824950792,0.892412149,7.134571874,3.37036686,0.000323963,0,0,0,0,,0.932538643,,52.65900197
11696,22795.21808,02-28-2016 00:35:04,647.194578,7,1,-0.278272748,3.634390354,1.824950792,0.892489511,7.134571874,3.370647998,0.000324011,0,0,0,0,,0.932461281,,52.65490162
11697,22796.23375,02-28-2016 00:35:05,648.210248,7,1,-0.278452694,3.63455224,1.824950792,0.89256807,7.134571874,3.370933514,0.000291586,0,0,0,0,,0.932382722,,52.65073776
11698,22797.24925,02-28-2016 00:35:06,649.225749,7,1,-0.278272748,3.634876251,1.824950792,0.892646629,7.134571874,3.371219051,0.000259161,0,0,0,0,,0.932304162,,52.64657393
11699,22798.26486,02-28-2016 00:35:07,650.2413664,7,1,0.443855852,3.704208612,1.824974267,0.892709477,7.134658772,3.371447497,0.014093256,0,0,0,0,,0.932264789,,52.64448705
11700,22799.28049,02-28-2016 00:35:08,651.2569964,7,1,0.443675905,3.706962585,1.825099476,0.892709477,7.135122799,3.371447497,0.014579249,0,0,0,0,,0.932389999,,52.65112349
11701,22800.28072,02-28-2016 00:35:09,652.2572215,7,1,0.444035798,3.708420515,1.825222798,0.892709477,7.135580045,3.371447497,0.014773655,0,0,0,0,,0.932513321,,52.65765986
11702,22801.29618,02-28-2016 00:35:10,653.2726827,7,1,0.443855852,3.709554434,1.825346071,0.892709477,7.136037261,3.371447497,0.014935637,0,0,0,0,,0.932636593,,52.6641936
11703,22802.31182,02-28-2016 00:35:11,654.2883241,7,1,0.443855852,3.710688353,1.825473218,0.892709477,7.136508988,3.371447497,0.015129996,0,0,0,0,,0.932763741,,52.67093275
11704,22803.32731,02-28-2016 00:35:12,655.3038086,7,1,0.443855852,3.71149826,1.825598422,0.892709477,7.136973626,3.371447497,0.00093956,0,0,0,0,,0.932888944,,52.67756885
11705,22804.34296,02-28-2016 00:35:13,656.3194662,7,1,0.443855852,3.712470293,1.825723653,0.892709477,7.137438486,3.371447497,0.000874758,0,0,0,0,,0.933014176,,52.68420643
11706,22805.35853,02-28-2016 00:35:14,657.335031,7,1,0.443675905,3.713280201,1.82584886,0.892709477,7.137903363,3.371447497,0.000777578,0,0,0,0,,0.933139383,,52.69084271
11707,22806.37414,02-28-2016 00:35:15,658.3506431,7,1,0.443855852,3.713928223,1.825974068,0.892709477,7.138368342,3.371447497,0.000680351,0,0,0,0,,0.933264591,,52.69747905
11708,22807.38977,02-28-2016 00:35:16,659.3662699,7,1,0.443855852,3.714576244,1.826099284,0.892709477,7.138833457,3.371447497,0.000615597,0,0,0,0,,0.933389807,,52.70411582
11709,22808.40538,02-28-2016 00:35:17,660.3818848,7,1,-0.222309127,3.651237488,1.826180679,0.892730694,7.139135837,3.371525005,-0.012214136,0,0,0,0,,0.933449985,,52.70730545
11710,22809.42096,02-28-2016 00:35:18,661.3974655,7,1,-0.222129181,3.650103569,1.826180679,0.89279336,7.139135837,3.371753769,-0.01260295,0,0,0,0,,0.933387319,,52.70398398
11711,22810.43658,02-28-2016 00:35:19,662.4130791,7,1,-0.222309127,3.649779558,1.826180679,0.892856022,7.139135837,3.37198248,-0.012797308,0,0,0,0,,0.933324657,,52.70066273
11712,22811.43682,02-28-2016 00:35:20,663.4133195,7,1,-0.222129181,3.649617434,1.826180679,0.892917751,7.139135837,3.372207768,-0.013024139,0,0,0,0,,0.933262928,,52.69739095
11713,22812.45218,02-28-2016 00:35:21,664.4286796,7,1,-0.222309127,3.649293423,1.826180679,0.892980416,7.139135837,3.372436463,-0.000647974,0,0,0,0,,0.933200263,,52.69406954
11714,22813.46778,02-28-2016 00:35:22,665.4442857,7,1,-0.222129181,3.649293423,1.826180679,0.893043099,7.139135837,3.372665214,-0.000194407,0,0,0,0,,0.93313758,,52.69074716
11715,22814.48335,02-28-2016 00:35:23,666.4598488,7,1,-0.222129181,3.649131536,1.826180679,0.893105771,7.139135837,3.372893917,-0.000129604,0,0,0,0,,0.933074908,,52.68742541
11716,22815.4834,02-28-2016 00:35:24,667.4599052,7,1,-0.222129181,3.649131536,1.826180679,0.893167486,7.139135837,3.373119127,-0.000129604,0,0,0,0,,0.933013193,,52.68415436
11717,22816.48353,02-28-2016 00:35:25,668.4600361,7,1,-0.222129181,3.64896965,1.826180679,0.893229202,7.139135837,3.373344336,-9.71794E-05,0,0,0,0,,0.932951477,,52.68088323
11718,22817.49893,02-28-2016 00:35:26,669.4754296,7,1,-0.222129181,3.64896965,1.826180679,0.893271616,7.139135837,3.373499108,-9.71794E-05,0,0,0,0,,0.932909064,,52.67863522
11719,22818.49902,02-28-2016 00:35:27,670.4755192,7,1,-0.221949235,3.649293423,1.826180679,0.893353562,7.139135837,3.373798143,0,0,0,0,0,,0.932827117,,52.67429183
11720,22819.51457,02-28-2016 00:35:28,671.4910697,7,1,-0.222129181,3.649131536,1.826180679,0.893416226,7.139135837,3.374026809,0,0,0,0,0,,0.932764454,,52.67097052
11721,22820.51457,02-28-2016 00:35:29,672.4910709,7,1,-0.222129181,3.64896965,1.826180679,0.893477925,7.139135837,3.374251956,-3.23772E-05,0,0,0,0,,0.932702754,,52.66770029
11722,22821.53035,02-28-2016 00:35:30,673.5068575,7,1,-0.222129181,3.649131536,1.826180679,0.893540607,7.139135837,3.37448069,0,0,0,0,0,,0.932640072,,52.66437798
11723,22822.54579,02-28-2016 00:35:31,674.5222887,7,1,-0.222129181,3.649131536,1.826180679,0.893603271,7.139135837,3.37470936,-3.23772E-05,0,0,0,0,,0.932577408,,52.66105663
11724,22823.56146,02-28-2016 00:35:32,675.5379668,7,1,-0.222309127,3.64896965,1.826180679,0.893665944,7.139135837,3.374938063,0,0,0,0,0,,0.932514736,,52.65773484
11725,22824.56154,02-28-2016 00:35:33,676.538043,7,1,-0.222129181,3.649131536,1.826180679,0.893727664,7.139135837,3.375163297,3.23772E-05,0,0,0,0,,0.932453015,,52.65446349
11726,22825.577,02-28-2016 00:35:34,677.5535024,7,1,-0.222129181,3.649293423,1.826180679,0.893790328,7.139135837,3.375391974,0,0,0,0,0,,0.932390352,,52.65114217
11727,22826.57716,02-28-2016 00:35:35,678.5536633,7,1,-0.222129181,3.649293423,1.826180679,0.893852049,7.139135837,3.375617216,0,0,0,0,0,,0.93232863,,52.64787076
11728,22827.59259,02-28-2016 00:35:36,679.5690964,7,1,-0.222129181,3.649293423,1.826180679,0.893914714,7.139135837,3.375845901,3.23772E-05,0,0,0,0,,0.932265965,,52.64454936
11729,22828.60822,02-28-2016 00:35:37,680.5847217,7,1,-0.222309127,3.649293423,1.826180679,0.893977392,7.139135837,3.376074638,0,0,0,0,0,,0.932203287,,52.64122726
11730,22829.62404,02-28-2016 00:35:38,681.6005417,7,1,-0.222309127,3.649455547,1.826180679,0.894040091,7.139135837,3.376303451,3.24249E-05,0,0,0,0,,0.932140588,,52.63790408
11731,22830.63942,02-28-2016 00:35:39,682.6159265,7,1,-0.222129181,3.649617434,1.826180679,0.894102756,7.139135837,3.376532143,3.23772E-05,0,0,0,0,,0.932077924,,52.63458269
11732,22831.63943,02-28-2016 00:35:40,683.6159375,7,1,-0.221949235,3.649617434,1.826180679,0.894163496,7.139135837,3.376753817,6.48022E-05,0,0,0,0,,0.932017184,,52.63136332
11733,22832.65505,02-28-2016 00:35:41,684.6315488,7,1,-0.222129181,3.649617434,1.826180679,0.894227119,7.139135837,3.376986011,3.23772E-05,0,0,0,0,,0.93195356,,52.62799113
11734,22833.67063,02-28-2016 00:35:42,685.6471357,7,1,-0.222129181,3.649617434,1.826180679,0.894289796,7.139135837,3.377214755,3.23772E-05,0,0,0,0,,0.931890883,,52.62466908
11735,22834.68614,02-28-2016 00:35:43,686.6626398,7,1,-0.222129181,3.649617434,1.826180679,0.894351501,7.139135837,3.377439953,0,0,0,0,0,,0.931829178,,52.62139855
11736,22835.68627,02-28-2016 00:35:44,687.6627694,7,1,-0.222129181,3.649617434,1.826180679,0.894414168,7.139135837,3.377668662,3.23772E-05,0,0,0,0,,0.931766511,,52.61807704
11737,22836.70187,02-28-2016 00:35:45,688.6783718,7,1,-0.222129181,3.649617434,1.826180679,0.894476839,7.139135837,3.377897388,3.23772E-05,0,0,0,0,,0.93170384,,52.61475531
11738,22837.71749,02-28-2016 00:35:46,689.693997,7,1,-0.222129181,3.649779558,1.826180679,0.894539522,7.139135837,3.378126158,0,0,0,0,0,,0.931641157,,52.61143297
11739,22838.73308,02-28-2016 00:35:47,690.709583,7,1,-0.222129181,3.649779558,1.826180679,0.894602205,7.139135837,3.37835493,3.24249E-05,0,0,0,0,,0.931578475,,52.60811064
11740,22839.74878,02-28-2016 00:35:48,691.7252825,7,1,-0.221949235,3.649779558,1.826180679,0.894664882,7.139135837,3.378583684,3.24249E-05,0,0,0,0,,0.931515798,,52.60478859
11741,22840.7488,02-28-2016 00:35:49,692.7253063,7,1,-0.221949235,3.649779558,1.826180679,0.894726591,7.139135837,3.378808906,3.24249E-05,0,0,0,0,,0.931454088,,52.60151783
11742,22841.76436,02-28-2016 00:35:50,693.7408646,7,1,-0.221949235,3.649941444,1.826180679,0.894789263,7.139135837,3.379037642,6.48022E-05,0,0,0,0,,0.931391417,,52.59819608
