Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
4716,15762.54241,11-12-2015 21:50:41,750.3492219,7,1,-1.111308098,3.5938766,2.069038983,0.943127405,7.950572136,3.611123292,-0.000226641,43.98096311,1.125911577,0
4717,15763.54533,11-12-2015 21:50:42,751.3521456,7,1,-1.111308098,3.593552828,2.069038983,0.943437034,7.950572136,3.612235986,-0.000226641,43.9688797,1.125601949,0
4718,15764.54824,11-12-2015 21:50:43,752.3550577,7,1,-1.111308098,3.593229055,2.069038983,0.943746656,7.950572136,3.613348545,-0.000226641,43.95679655,1.125292327,0
4719,15765.55129,11-12-2015 21:50:44,753.3581044,7,1,-1.1114887,3.592743397,2.069038983,0.944056318,7.950572136,3.614461155,-0.000226641,43.94471182,1.124982665,0
4720,15766.55408,11-12-2015 21:50:45,754.3608907,7,1,-1.1114887,3.592419624,2.069038983,0.944365904,7.950572136,3.615573395,-0.000226641,43.93263006,1.124673079,0
4721,15767.55702,11-12-2015 21:50:46,755.3638342,7,1,-1.111308098,3.592257738,2.069038983,0.944675528,7.950572136,3.616685683,-0.000161886,43.92054684,1.124363455,0
4722,15768.55992,11-12-2015 21:50:47,756.3667308,7,1,-1.111127496,3.591934204,2.069038983,0.944985139,7.950572136,3.617797831,-0.000194216,43.90846409,1.124053844,0
4723,15769.56286,11-12-2015 21:50:48,757.3696754,7,1,-1.111308098,3.591772318,2.069038983,0.945294763,7.950572136,3.618909939,-0.000161839,43.89638086,1.12374422,0
4724,15770.56573,11-12-2015 21:50:49,758.3725495,7,1,-1.1114887,3.591448545,2.069038983,0.945604366,7.950572136,3.620021891,-0.000194216,43.88429846,1.123434617,0
4725,15771.56869,11-12-2015 21:50:50,759.3755036,7,1,-1.111308098,3.591286659,2.069038983,0.945913992,7.950572136,3.621133848,-0.000129509,43.87221511,1.12312499,0
4726,15772.57999,11-12-2015 21:50:51,760.3868042,7,1,0.111236073,3.679676056,2.069049431,0.946119552,7.950610578,3.621872107,0.017580748,43.86460081,1.122929879,0
4727,15773.58038,11-12-2015 21:50:52,761.3871915,7,1,0.111055464,3.681456804,2.069080314,0.946119552,7.950724246,3.621872107,0.018001651,43.86580601,1.122960762,0
4728,15774.58335,11-12-2015 21:50:53,762.3901611,7,1,0.111055464,3.682590008,2.069111271,0.946119552,7.950838232,3.621872107,0.018293047,43.86701415,1.122991719,0
4729,15775.58625,11-12-2015 21:50:54,763.3930667,7,1,0.111416683,3.683561325,2.069142228,0.946119552,7.950952243,3.621872107,0.000874186,43.86822223,1.123022676,0
4730,15776.58914,11-12-2015 21:50:55,764.3959512,7,1,0.111055464,3.684046984,2.069173183,0.946119552,7.951066276,3.621872107,0.00058279,43.86943029,1.123053631,0
4731,15777.59203,11-12-2015 21:50:56,765.3988473,7,1,0.111416683,3.685018301,2.069204147,0.946119552,7.951180364,3.621872107,0.000518036,43.87063866,1.123084595,0
4732,15778.59498,11-12-2015 21:50:57,766.4017995,7,1,0.111236073,3.68550396,2.069235108,0.946119552,7.951294461,3.621872107,0.000485659,43.87184693,1.123115556,0
4733,15779.5979,11-12-2015 21:50:58,767.4047198,7,1,0.110694245,3.685827732,2.069266062,0.946119552,7.951408552,3.621872107,0.00035615,43.87305494,1.12314651,0
4734,15780.6008,11-12-2015 21:50:59,768.4076117,7,1,0.111055464,3.686637163,2.069297021,0.946119552,7.951522676,3.621872107,0.00035615,43.87426313,1.123177469,0
4735,15781.60372,11-12-2015 21:51:00,769.4105394,7,1,0.111055464,3.687122822,2.069327985,0.946119552,7.951636835,3.621872107,0.00035615,43.87547151,1.123208433,0
4736,15782.60666,11-12-2015 21:51:01,770.4134726,7,1,-0.167263433,3.667211056,2.069346798,0.94613735,7.951706202,3.621937378,-0.003723335,43.87551112,1.123209448,0
4737,15783.60956,11-12-2015 21:51:02,771.4163709,7,1,-0.167624652,3.667211056,2.069346798,0.946183964,7.951706202,3.622108319,-0.003852844,43.87369199,1.123162834,0
4738,15784.61247,11-12-2015 21:51:03,772.4192843,7,1,-0.167444035,3.667372942,2.069346798,0.946230584,7.951706202,3.62227929,-0.003917599,43.8718726,1.123116214,0
4739,15785.61545,11-12-2015 21:51:04,773.4222659,7,1,-0.167444035,3.667211056,2.069346798,0.946277202,7.951706202,3.622450255,0,43.87005331,1.123069596,0
4740,15786.6183,11-12-2015 21:51:05,774.425112,7,1,-0.167444035,3.667534828,2.069346798,0.946323815,7.951706202,3.622621206,6.48E-05,43.86823423,1.123022983,0
4741,15787.62126,11-12-2015 21:51:06,775.4280771,7,1,-0.167444035,3.667696714,2.069346798,0.946370443,7.951706202,3.622792222,6.48E-05,43.86641452,1.122976355,0
4742,15788.62413,11-12-2015 21:51:07,776.4309488,7,1,-0.167263433,3.667858601,2.069346798,0.946417063,7.951706202,3.622963216,9.71E-05,43.86459515,1.122929735,0
4743,15789.62705,11-12-2015 21:51:08,777.4338648,7,1,-0.167082831,3.668020487,2.069346798,0.94646368,7.951706202,3.623134199,0.000129509,43.86277593,1.122883118,0
4744,15790.62997,11-12-2015 21:51:09,778.4367839,7,1,-0.167444035,3.668020487,2.069346798,0.946510304,7.951706202,3.623305216,6.48E-05,43.86095641,1.122836494,0
4745,15791.63295,11-12-2015 21:51:10,779.4397659,7,1,-0.167082831,3.668344259,2.069346798,0.946556925,7.951706202,3.623476229,0.000129509,43.85913698,1.122789873,0
4746,15792.63581,11-12-2015 21:51:11,780.4426298,7,1,-0.167444035,3.668344259,2.069346798,0.946603538,7.951706202,3.623647218,9.71E-05,43.85731788,1.12274326,0
4747,15793.63873,11-12-2015 21:51:12,781.4455414,7,1,-0.167444035,3.668344259,2.069346798,0.94665014,7.951706202,3.62381817,3.24E-05,43.85549922,1.122696658,0
4748,15794.64165,11-12-2015 21:51:13,782.4484644,7,1,-0.167263433,3.668506145,2.069346798,0.946696753,7.951706202,3.623989167,6.48E-05,43.85368013,1.122650045,0
4749,15795.64458,11-12-2015 21:51:14,783.4513951,7,1,-0.167444035,3.668668032,2.069346798,0.946743382,7.951706202,3.624160227,6.48E-05,43.85186041,1.122603416,0
4750,15796.64846,11-12-2015 21:51:15,784.4552776,7,1,-0.167263433,3.668668032,2.069346798,0.946790057,7.951706202,3.624331462,6.48E-05,43.85003888,1.122556741,0
4751,15797.65139,11-12-2015 21:51:16,785.4582094,7,1,-0.167444035,3.668829918,2.069346798,0.946836683,7.951706202,3.624502516,6.48E-05,43.8482193,1.122510115,0
4752,15798.65436,11-12-2015 21:51:17,786.4611737,7,1,-0.167444035,3.668829918,2.069346798,0.946883306,7.951706202,3.62467357,6.48E-05,43.8463998,1.122463492,0
4753,15799.65722,11-12-2015 21:51:18,787.4640344,7,1,-0.167444035,3.668991804,2.069346798,0.946929924,7.951706202,3.62484461,6.48E-05,43.84458049,1.122416873,0
4754,15800.66015,11-12-2015 21:51:19,788.4669633,7,1,-0.167444035,3.66915369,2.069346798,0.946976549,7.951706202,3.625015676,9.71E-05,43.84276093,1.122370249,0
4755,15801.66306,11-12-2015 21:51:20,789.4698707,7,1,-0.167624652,3.668991804,2.069346798,0.947023171,7.951706202,3.625186735,3.24E-05,43.84094149,1.122323627,0
4756,15802.66756,11-12-2015 21:51:21,790.4743722,7,1,-0.167263433,3.66915369,2.069346798,0.947069869,7.951706202,3.625358079,3.24E-05,43.83911907,1.122276929,0
4757,15803.67383,11-12-2015 21:51:22,791.4806408,7,1,-0.167444035,3.66915369,2.069346798,0.947116644,7.951706202,3.625529706,3.24E-05,43.83729367,1.122230154,0
4758,15804.67669,11-12-2015 21:51:23,792.4835082,7,1,-0.167263433,3.669315577,2.069346798,0.947163268,7.951706202,3.625700784,6.48E-05,43.83547413,1.12218353,0
4759,15805.6797,11-12-2015 21:51:24,793.4865118,7,1,-0.167263433,3.669315577,2.069346798,0.947209889,7.951706202,3.625871855,6.48E-05,43.83365471,1.122136909,0
4760,15806.68261,11-12-2015 21:51:25,794.4894225,7,1,-0.167263433,3.669477463,2.069346798,0.947256515,7.951706202,3.626042943,6.48E-05,43.83183514,1.122090283,0
4761,15807.68555,11-12-2015 21:51:26,795.4923671,7,1,-0.167263433,3.669477463,2.069346798,0.947303151,7.951706202,3.626214072,3.24E-05,43.83001512,1.122043647,0
4762,15808.68844,11-12-2015 21:51:27,796.4952582,7,1,-0.167263433,3.669639349,2.069346798,0.947349773,7.951706202,3.626385152,6.48E-05,43.82819568,1.121997025,0
4763,15809.69133,11-12-2015 21:51:28,797.4981456,7,1,-0.167082831,3.669801235,2.069346798,0.947396387,7.951706202,3.626556206,6.48E-05,43.82637656,1.121950411,0
4764,15810.69422,11-12-2015 21:51:29,798.5010355,7,1,-0.167444035,3.669639349,2.069346798,0.947443002,7.951706202,3.626727265,3.24E-05,43.82455739,1.121903796,0
4765,15811.69713,11-12-2015 21:51:30,799.5039497,7,1,-0.167263433,3.669801235,2.069346798,0.947489629,7.951706202,3.626898372,3.24E-05,43.82273774,1.121857169,0
4766,15812.7001,11-12-2015 21:51:31,800.506918,7,1,-0.167263433,3.669801235,2.069346798,0.947536238,7.951706202,3.627069419,6.48E-05,43.82091878,1.12181056,0
4767,15813.70297,11-12-2015 21:51:32,801.5097856,7,1,-0.167444035,3.669801235,2.069346798,0.947582859,7.951706202,3.627240509,3.24E-05,43.81909937,1.121763939,0
4768,15814.70589,11-12-2015 21:51:33,802.5127087,7,1,-0.167444035,3.669963121,2.069346798,0.947629477,7.951706202,3.627411588,3.24E-05,43.81728009,1.121717321,0
4769,15815.7088,11-12-2015 21:51:34,803.5156199,7,1,-0.167263433,3.669963121,2.069346798,0.947676104,7.951706202,3.627582709,3.24E-05,43.81546043,1.121670693,0
4770,15816.71172,11-12-2015 21:51:35,804.5185337,7,1,-0.167444035,3.669963121,2.069346798,0.947722719,7.951706202,3.627753781,3.24E-05,43.81364128,1.121624079,0
4771,15817.71467,11-12-2015 21:51:36,805.5214833,7,1,-0.167263433,3.670125008,2.069346798,0.947769335,7.951706202,3.627924866,3.24E-05,43.81182204,1.121577463,0
4772,15818.71756,11-12-2015 21:51:37,806.5243711,7,1,-0.167263433,3.670125008,2.069346798,0.947815939,7.951706202,3.628095904,3.24E-05,43.81000333,1.121530859,0
4773,15819.72048,11-12-2015 21:51:38,807.5272949,7,1,-0.167444035,3.670125008,2.069346798,0.947862559,7.951706202,3.628267008,3.24E-05,43.80818394,1.121484239,0
4774,15820.7234,11-12-2015 21:51:39,808.5302139,7,1,-0.167444035,3.670125008,2.069346798,0.947909184,7.951706202,3.628438127,3.24E-05,43.8063644,1.121437614,0
4775,15821.72633,11-12-2015 21:51:40,809.533142,7,1,-0.167444035,3.670125008,2.069346798,0.947955794,7.951706202,3.628609196,0,43.80454541,1.121391004,0
4776,15822.72923,11-12-2015 21:51:41,810.5360467,7,1,-0.167444035,3.670286894,2.069346798,0.948002409,7.951706202,3.628780286,3.24E-05,43.80272621,1.121344389,0
4777,15823.73216,11-12-2015 21:51:42,811.5389783,7,1,-0.167263433,3.670125008,2.069346798,0.948049038,7.951706202,3.628951427,0,43.80090649,1.121297759,0
4778,15824.73507,11-12-2015 21:51:43,812.541884,7,1,-0.167263433,3.670286894,2.069346798,0.948095653,7.951706202,3.629122517,-3.24E-05,43.79908734,1.121251145,0
4779,15825.73798,11-12-2015 21:51:44,813.5447999,7,1,-0.167444035,3.670286894,2.069346798,0.948142265,7.951706202,3.629293599,0,43.79726829,1.121204533,0
4780,15826.74096,11-12-2015 21:51:45,814.5477753,7,1,-0.167444035,3.670286894,2.069346798,0.948188877,7.951706202,3.629464686,3.24E-05,43.79544922,1.121157921,0
4781,15827.74387,11-12-2015 21:51:46,815.5506813,7,1,-0.167444035,3.67044878,2.069346798,0.948235494,7.951706202,3.629635793,3.24E-05,43.79362995,1.121111303,0
4782,15828.74675,11-12-2015 21:51:47,816.5535635,7,1,-0.167444035,3.670610666,2.069346798,0.94828212,7.951706202,3.62980693,9.71E-05,43.79181037,1.121064678,0
4783,15829.74972,11-12-2015 21:51:48,817.5565332,7,1,-0.167263433,3.670610666,2.069346798,0.948328728,7.951706202,3.629978008,0,43.78999144,1.12101807,0
4784,15830.75258,11-12-2015 21:51:49,818.5593972,7,1,-0.167263433,3.670610666,2.069346798,0.948375342,7.951706202,3.630149104,6.48E-05,43.78817232,1.120971456,0
4785,15831.7555,11-12-2015 21:51:50,819.5623181,7,1,-0.167444035,3.670610666,2.069346798,0.948421961,7.951706202,3.630320223,0,43.78635299,1.120924837,0
4786,15832.75609,11-12-2015 21:51:51,820.5629049,7,1,-0.167444035,3.670610666,2.069346798,0.948468471,7.951706202,3.630490941,0,43.78453792,1.120878327,0
4787,15833.76818,11-12-2015 21:51:52,821.5749928,7,1,-0.167263433,3.670772552,2.069346798,0.94851552,7.951706202,3.630663643,3.24E-05,43.78270179,1.120831278,0
4788,15834.7712,11-12-2015 21:51:53,822.5780134,7,1,-0.167444035,3.670772552,2.069346798,0.948562151,7.951706202,3.630834805,3.24E-05,43.78088202,1.120784647,0
4789,15835.77401,11-12-2015 21:51:54,823.5808285,7,1,-0.167444035,3.670610666,2.069346798,0.948608765,7.951706202,3.631005911,-3.24E-05,43.77906287,1.120738033,0
4790,15836.77694,11-12-2015 21:51:55,824.5837531,7,1,-0.167444035,3.670610666,2.069346798,0.948655399,7.951706202,3.631177088,0,43.77724297,1.120691399,0
4791,15837.77986,11-12-2015 21:51:56,825.5866717,7,1,-0.167624652,3.670772552,2.069346798,0.948702014,7.951706202,3.631348201,3.24E-05,43.77542379,1.120644784,0
4792,15838.78282,11-12-2015 21:51:57,826.5896362,7,1,-0.167444035,3.670772552,2.069346798,0.948748645,7.951706202,3.631519371,3.24E-05,43.77360397,1.120598153,0
4793,15839.78569,11-12-2015 21:51:58,827.5925091,7,1,-0.167263433,3.670772552,2.069346798,0.948795264,7.951706202,3.631690498,0,43.77178465,1.120551534,0
4794,15840.78863,11-12-2015 21:51:59,828.5954408,7,1,-0.167444035,3.670772552,2.069346798,0.948841883,7.951706202,3.631861627,0,43.76996532,1.120504915,0
4795,15841.79152,11-12-2015 21:52:00,829.59834,7,1,-0.167444035,3.670772552,2.069346798,0.948888503,7.951706202,3.632032761,3.24E-05,43.76814594,1.120458295,0
4796,15842.79451,11-12-2015 21:52:01,830.6013304,7,1,-0.167444035,3.670772552,2.069346798,0.948935121,7.951706202,3.632203889,0,43.76632664,1.120411676,0
4797,15843.79736,11-12-2015 21:52:02,831.6041738,7,1,-0.167444035,3.670772552,2.069346798,0.948981729,7.951706202,3.632374979,-3.24E-05,43.76450776,1.120365069,0
4798,15844.80028,11-12-2015 21:52:03,832.6070983,7,1,-0.167444035,3.670934439,2.069346798,0.949028345,7.951706202,3.632546101,0,43.76268855,1.120318453,0
4799,15845.8032,11-12-2015 21:52:04,833.610018,7,1,-0.167444035,3.670934439,2.069346798,0.949074971,7.951706202,3.632717263,0,43.76086893,1.120271827,0
4800,15846.80615,11-12-2015 21:52:05,834.6129667,7,1,-0.167444035,3.670934439,2.069346798,0.949121584,7.951706202,3.632888378,0,43.75904983,1.120225214,0
4801,15847.80904,11-12-2015 21:52:06,835.6158512,7,1,-0.167263433,3.670934439,2.069346798,0.949168198,7.951706202,3.633059496,0,43.75723069,1.120178599,0
4802,15848.81199,11-12-2015 21:52:07,836.6188081,7,1,-0.167444035,3.670934439,2.069346798,0.949214822,7.951706202,3.633230648,0,43.75541119,1.120131976,0
4803,15849.81487,11-12-2015 21:52:08,837.6216904,7,1,-0.167263433,3.670934439,2.069346798,0.949261439,7.951706202,3.633401781,-3.24E-05,43.75359192,1.120085359,0
4804,15850.81781,11-12-2015 21:52:09,838.6246264,7,1,-0.167263433,3.671096325,2.069346798,0.949308045,7.951706202,3.63357287,3.24E-05,43.75177312,1.120038753,0
4805,15851.82073,11-12-2015 21:52:10,839.6275435,7,1,-0.167263433,3.670934439,2.069346798,0.949354661,7.951706202,3.633744002,0,43.74995388,1.119992137,0
4806,15852.82365,11-12-2015 21:52:11,840.6304682,7,1,-0.167444035,3.670934439,2.069346798,0.949401279,7.951706202,3.633915138,0,43.74813459,1.119945519,0
4807,15853.82655,11-12-2015 21:52:12,841.633364,7,1,-0.167263433,3.671096325,2.069346798,0.949447893,7.951706202,3.63408626,0,43.74631547,1.119898905,0
4808,15854.82946,11-12-2015 21:52:13,842.6362802,7,1,-0.167263433,3.671096325,2.069346798,0.949494518,7.951706202,3.634257426,3.24E-05,43.74449588,1.119852279,0
4809,15855.83248,11-12-2015 21:52:14,843.6392944,7,1,-0.167263433,3.671096325,2.069346798,0.949541142,7.951706202,3.634428584,0,43.74267639,1.119805656,0
4810,15856.83531,11-12-2015 21:52:15,844.6421294,7,1,-0.167444035,3.671258211,2.069346798,0.949587755,7.951706202,3.63459971,3.24E-05,43.74085726,1.119759043,0
4811,15857.83822,11-12-2015 21:52:16,845.6450371,7,1,-0.167444035,3.671096325,2.069346798,0.949634376,7.951706202,3.634770861,3.24E-05,43.73903787,1.119712422,0
4812,15858.84117,11-12-2015 21:52:17,846.6479887,7,1,-0.167444035,3.670934439,2.069346798,0.949680989,7.951706202,3.634941986,0,43.73721876,1.119665809,0
4813,15859.84406,11-12-2015 21:52:18,847.6508769,7,1,-0.167444035,3.671258211,2.069346798,0.949727612,7.951706202,3.635113146,3.24E-05,43.73539927,1.119619186,0
4814,15860.84701,11-12-2015 21:52:19,848.6538211,7,1,-0.167444035,3.671096325,2.069346798,0.949774231,7.951706202,3.635284292,0,43.73357996,1.119572567,0
4815,15861.84992,11-12-2015 21:52:20,849.6567402,7,1,-0.167082831,3.671258211,2.069346798,0.949820848,7.951706202,3.635455433,0,43.73176069,1.11952595,0
4816,15862.85296,11-12-2015 21:52:21,850.6597748,7,1,-0.167444035,3.671258211,2.069346798,0.949867471,7.951706202,3.635626595,0,43.72994121,1.119479327,0
4817,15863.86161,11-12-2015 21:52:22,851.6684244,7,1,-0.167444035,3.671096325,2.069346798,0.949914353,7.951706202,3.635798711,-3.24E-05,43.72811161,1.119432445,0
4818,15864.86456,11-12-2015 21:52:23,852.6713757,7,1,-0.167444035,3.671258211,2.069346798,0.949960966,7.951706202,3.635969837,0,43.72629253,1.119385832,0
4819,15865.86744,11-12-2015 21:52:24,853.6742567,7,1,-0.167263433,3.671258211,2.069346798,0.950007582,7.951706202,3.636140976,3.24E-05,43.72447332,1.119339216,0
4820,15866.87038,11-12-2015 21:52:25,854.6771909,7,1,-0.167082831,3.671420097,2.069346798,0.950054205,7.951706202,3.636312143,0,43.72265381,1.119292593,0
4821,15867.87334,11-12-2015 21:52:26,855.6801517,7,1,-0.167624652,3.671096325,2.069346798,0.950100839,7.951706202,3.636483348,-3.24E-05,43.72083391,1.119245959,0
4822,15868.8762,11-12-2015 21:52:27,856.6830129,7,1,-0.167624652,3.671096325,2.069346798,0.950147456,7.951706202,3.63665449,0,43.71901467,1.119199342,0
4823,15869.87911,11-12-2015 21:52:28,857.6859256,7,1,-0.167624652,3.671258211,2.069346798,0.950194071,7.951706202,3.636825629,3.24E-05,43.71719549,1.119152727,0
4824,15870.88209,11-12-2015 21:52:29,858.6889104,7,1,-0.167263433,3.671420097,2.069346798,0.950240692,7.951706202,3.636996789,3.24E-05,43.71537607,1.119106106,0
4825,15871.885,11-12-2015 21:52:30,859.6918174,7,1,-0.167263433,3.671258211,2.069346798,0.950287312,7.951706202,3.637167945,3.24E-05,43.71355672,1.119059486,0
4826,15872.8879,11-12-2015 21:52:31,860.6947136,7,1,-0.167444035,3.671420097,2.069346798,0.950333933,7.951706202,3.637339107,3.24E-05,43.71173731,1.119012865,0
4827,15873.89083,11-12-2015 21:52:32,861.6976405,7,1,-0.167263433,3.671258211,2.069346798,0.950380546,7.951706202,3.637510244,0,43.70991819,1.118966252,0
4828,15874.89373,11-12-2015 21:52:33,862.7005482,7,1,-0.167444035,3.671420097,2.069346798,0.950427162,7.951706202,3.637681387,0,43.708099,1.118919636,0
4829,15875.89663,11-12-2015 21:52:34,863.7034463,7,1,-0.167444035,3.671420097,2.069346798,0.950473792,7.951706202,3.637852585,0,43.70627922,1.118873006,0
4830,15876.89961,11-12-2015 21:52:35,864.7064267,7,1,-0.167263433,3.671420097,2.069346798,0.950520414,7.951706202,3.638023752,0,43.70445978,1.118826384,0
4831,15877.90253,11-12-2015 21:52:36,865.7093432,7,1,-0.167082831,3.671581984,2.069346798,0.950567035,7.951706202,3.638194915,3.24E-05,43.70264038,1.118779763,0
4832,15878.90539,11-12-2015 21:52:37,866.7122097,7,1,-0.167444035,3.671420097,2.069346798,0.950613651,7.951706202,3.638366061,0,43.70082115,1.118733147,0
4833,15879.90831,11-12-2015 21:52:38,867.7151215,7,1,-0.167444035,3.671258211,2.069346798,0.950660272,7.951706202,3.638537226,-3.24E-05,43.69900175,1.118686526,0
4834,15880.91125,11-12-2015 21:52:39,868.7180666,7,1,-0.167263433,3.671420097,2.069346798,0.950706886,7.951706202,3.638708365,0,43.69718262,1.118639912,0
4835,15881.91415,11-12-2015 21:52:40,869.7209607,7,1,-0.167263433,3.671581984,2.069346798,0.950753509,7.951706202,3.638879537,3.24E-05,43.69536315,1.118593289,0
4836,15882.91706,11-12-2015 21:52:41,870.7238764,7,1,-0.167444035,3.671420097,2.069346798,0.950800127,7.951706202,3.639050695,0,43.69354382,1.118546671,0
4837,15883.91998,11-12-2015 21:52:42,871.7267909,7,1,-0.167263433,3.671420097,2.069346798,0.950846739,7.951706202,3.639221828,0,43.69172477,1.118500059,0
4838,15884.92292,11-12-2015 21:52:43,872.7297357,7,1,-0.167263433,3.671420097,2.069346798,0.950893356,7.951706202,3.63939298,0,43.68990553,1.118453442,0
4839,15885.92582,11-12-2015 21:52:44,873.7326316,7,1,-0.167263433,3.671581984,2.069346798,0.950939968,7.951706202,3.639564113,3.24E-05,43.68808648,1.11840683,0
4840,15886.92876,11-12-2015 21:52:45,874.7355776,7,1,-0.167263433,3.671581984,2.069346798,0.950986579,7.951706202,3.639735248,3.24E-05,43.68626743,1.118360218,0
4841,15887.93073,11-12-2015 21:52:46,875.7375457,7,1,-0.167444035,3.671420097,2.069346798,0.951033149,7.951706202,3.639906227,0,43.68445005,1.118313649,0
4842,15888.93361,11-12-2015 21:52:47,876.740426,7,1,-0.167263433,3.671420097,2.069346798,0.951079775,7.951706202,3.640077415,0,43.68263044,1.118267023,0
4843,15889.93651,11-12-2015 21:52:48,877.7433227,7,1,-0.167263433,3.671581984,2.069346798,0.951126379,7.951706202,3.640248523,0,43.68081169,1.118220419,0
4844,15890.93946,11-12-2015 21:52:49,878.7462745,7,1,-0.167444035,3.671420097,2.069346798,0.951172997,7.951706202,3.640419681,0,43.67899239,1.118173801,0
4845,15891.94237,11-12-2015 21:52:50,879.7491858,7,1,-0.167082831,3.671581984,2.069346798,0.951219623,7.951706202,3.640590869,3.24E-05,43.67717279,1.118127175,0
4846,15892.94532,11-12-2015 21:52:51,880.752137,7,1,-0.167263433,3.671581984,2.069346798,0.951266235,7.951706202,3.640762007,0,43.67535372,1.118080563,0
4847,15893.95404,11-12-2015 21:52:52,881.7608544,7,1,-0.167263433,3.671420097,2.069346798,0.95131312,7.951706202,3.640934145,-3.24E-05,43.67352402,1.118033678,0
4848,15894.95699,11-12-2015 21:52:53,882.7638052,7,1,-0.167263433,3.671581984,2.069346798,0.951359734,7.951706202,3.641105292,3.24E-05,43.67170487,1.117987064,0
4849,15895.95988,11-12-2015 21:52:54,883.7666949,7,1,-0.167444035,3.671581984,2.069346798,0.951406334,7.951706202,3.641276383,0,43.66988631,1.117940464,0
4850,15896.96281,11-12-2015 21:52:55,884.7696295,7,1,-0.167263433,3.671581984,2.069346798,0.951452955,7.951706202,3.641447558,3.24E-05,43.66806688,1.117893843,0
4851,15897.96572,11-12-2015 21:52:56,885.772539,7,1,-0.167444035,3.671581984,2.069346798,0.951499578,7.951706202,3.641618738,-3.24E-05,43.66624739,1.11784722,0
4852,15898.96864,11-12-2015 21:52:57,886.7754529,7,1,-0.167263433,3.671581984,2.069346798,0.951546209,7.951706202,3.641789941,0,43.66442762,1.117800589,0
4853,15899.97155,11-12-2015 21:52:58,887.7783698,7,1,-0.167263433,3.671420097,2.069346798,0.951592825,7.951706202,3.641961097,-3.24E-05,43.66260838,1.117753973,0
4854,15900.97447,11-12-2015 21:52:59,888.7812901,7,1,-0.167444035,3.671420097,2.069346798,0.951639453,7.951706202,3.642132294,-3.24E-05,43.66078872,1.117707345,0
4855,15901.97739,11-12-2015 21:53:00,889.7842063,7,1,-0.167444035,3.671581984,2.069346798,0.951686083,7.951706202,3.642303501,0,43.65896894,1.117660715,0
4856,15902.98033,11-12-2015 21:53:01,890.7871411,7,1,-0.167444035,3.671581984,2.069346798,0.951732717,7.951706202,3.642474719,3.24E-05,43.65714904,1.117614081,0
4857,15903.98334,11-12-2015 21:53:02,891.7901514,7,1,-0.167444035,3.671420097,2.069346798,0.951779342,7.951706202,3.642645908,-6.48E-05,43.65532946,1.117567456,0
4858,15904.98615,11-12-2015 21:53:03,892.792965,7,1,-0.167263433,3.67174387,2.069346798,0.95182596,7.951706202,3.642817069,0,43.65351017,1.117520838,0
4859,15905.98909,11-12-2015 21:53:04,893.7959022,7,1,-0.167444035,3.671420097,2.069346798,0.951872582,7.951706202,3.642988246,0,43.65169073,1.117474216,0
4860,15906.99199,11-12-2015 21:53:05,894.7988017,7,1,-0.167444035,3.67174387,2.069346798,0.951919206,7.951706202,3.643159431,6.48E-05,43.6498712,1.117427592,0
4861,15907.99491,11-12-2015 21:53:06,895.8017264,7,1,-0.167263433,3.671581984,2.069346798,0.951965832,7.951706202,3.643330621,0,43.64805161,1.117380966,0
4862,15908.9979,11-12-2015 21:53:07,896.804712,7,1,-0.167444035,3.671581984,2.069346798,0.952012444,7.951706202,3.643501762,-3.24E-05,43.64623255,1.117334354,0
4863,15910.00074,11-12-2015 21:53:08,897.8075557,7,1,-0.167444035,3.671581984,2.069346798,0.95205906,7.951706202,3.64367292,0,43.64441332,1.117287738,0
4864,15911.00369,11-12-2015 21:53:09,898.8105025,7,1,-0.167263433,3.671581984,2.069346798,0.952105684,7.951706202,3.643844106,0,43.64259379,1.117241114,0
4865,15912.00662,11-12-2015 21:53:10,899.8134374,7,1,-0.167263433,3.671581984,2.069346798,0.952152306,7.951706202,3.644015281,0,43.64077437,1.117194492,0
4866,15913.00955,11-12-2015 21:53:11,900.8163628,7,1,-0.167263433,3.67174387,2.069346798,0.95219893,7.951706202,3.644186468,0,43.63895484,1.117147868,0
4867,15914.0125,11-12-2015 21:53:12,901.8193143,7,1,-0.167444035,3.671420097,2.069346798,0.952245547,7.951706202,3.644357631,-3.24E-05,43.63713557,1.117101251,0
4868,15915.01535,11-12-2015 21:53:13,902.822167,7,1,-0.167444035,3.671581984,2.069346798,0.95229217,7.951706202,3.644528811,-3.24E-05,43.6353161,1.117054628,0
4869,15916.01825,11-12-2015 21:53:14,903.8250673,7,1,-0.167444035,3.671581984,2.069346798,0.952338795,7.951706202,3.644700002,0,43.63349652,1.117008003,0
4870,15917.02117,11-12-2015 21:53:15,904.8279858,7,1,-0.167444035,3.671581984,2.069346798,0.952385423,7.951706202,3.6448712,0,43.63167685,1.116961375,0
4871,15918.02414,11-12-2015 21:53:16,905.8309543,7,1,-0.167263433,3.671581984,2.069346798,0.952432053,7.951706202,3.64504241,0,43.62985708,1.116914745,0
4872,15919.02701,11-12-2015 21:53:17,906.8338291,7,1,-0.167444035,3.67174387,2.069346798,0.952478676,7.951706202,3.645213591,3.24E-05,43.62803761,1.116868122,0
