Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,,C-dC,,SoC
6271,17191.58293,11-11-2015 19:09:06,306.1211594,7,1,-1.013598561,3.538349867,2.089401472,1.278411237,8.047254931,4.788139907,-0.022599269,41.86899685,0.870990234,41.86899685,,,0.810990235,,41.8655395
6272,17192.58346,11-11-2015 19:09:07,307.1216893,7,1,-0.572370052,3.569917679,2.089401472,1.278686651,8.047254931,4.789114836,-0.004856539,41.85563241,0.870714821,41.85563241,,,0.810714821,,41.85217382
6273,17193.59904,11-11-2015 19:09:08,308.1372622,7,1,0.099677078,3.619292736,2.089404068,1.278830303,8.047264325,4.789627778,0.011202479,41.84878765,0.870573765,41.84878765,,,0.810573765,,41.84532845
6274,17194.61417,11-11-2015 19:09:09,309.1523954,7,1,-0.22361353,3.597438097,2.089427883,1.278837596,8.047350536,4.789654025,0.003593826,41.84958936,0.870590286,41.84958936,,,0.810590287,,41.84613025
6275,17195.61444,11-11-2015 19:09:10,310.1526674,7,1,-0.326560825,3.590477228,2.089427883,1.278904004,8.047350536,4.789892853,0.013404178,41.84636692,0.870523879,41.84636692,,,0.810523879,,41.84290751
6276,17196.61463,11-11-2015 19:09:11,311.1528592,7,1,-0.648406565,3.567489386,2.089427883,1.279005224,8.047350536,4.790255801,0.005827904,41.84145521,0.870422658,41.84145521,,,0.810422659,,41.83799536
6277,17197.61468,11-11-2015 19:09:12,312.1529025,7,1,-0.43041116,3.58270669,2.089427883,1.279178302,8.047350536,4.790873421,0.00246067,41.83305662,0.870249581,41.83305662,,,0.810249581,,41.82959598
6278,17198.6148,11-11-2015 19:09:13,313.153027,7,1,-0.75315994,3.56004262,2.089427883,1.279308087,8.047350536,4.791337918,-0.011947155,41.82675878,0.870119796,41.82675878,,,0.810119796,,41.82329759
6279,17199.63023,11-11-2015 19:09:14,314.1684604,7,1,-0.646058619,3.567327499,2.089427883,1.279516573,8.047350536,4.792080258,-0.006054497,41.81664201,0.86991131,41.81664201,,,0.80991131,,41.81317988
6280,17200.63034,11-11-2015 19:09:15,315.1685696,7,1,-0.864957094,3.551624537,2.089427883,1.27970413,8.047350536,4.79274883,-0.007770538,41.80754078,0.869723753,41.80754078,,,0.809723753,,41.80407785
6281,17201.64582,11-11-2015 19:09:16,316.1840498,7,1,-1.648078918,3.494317055,2.089427883,1.279985506,8.047350536,4.793743751,-0.014569712,41.79388702,0.869442377,41.79388702,,,0.809442377,,41.79042283
6282,17202.64583,11-11-2015 19:09:17,317.1840513,7,1,-1.227801085,3.523456335,2.089427883,1.280423369,8.047350536,4.795275237,-0.011914825,41.7726397,0.869004514,41.7726397,,,0.809004514,,41.76917359
6283,17203.66161,11-11-2015 19:09:18,318.199834,7,1,-1.81134963,3.480556726,2.089427883,1.280796431,8.047350536,4.796586175,-0.015864801,41.75453685,0.868631452,41.75453685,,,0.808631452,,41.7510691
6284,17204.67706,11-11-2015 19:09:19,319.2152861,7,1,-2.082082987,3.459673405,2.089427883,1.281320895,8.047350536,4.798409221,-0.021498442,41.72908719,0.868106987,41.72908719,,,0.808106988,,41.72561716
6285,17205.69268,11-11-2015 19:09:20,320.2309023,7,1,-1.776492119,3.48039484,2.089427883,1.281889732,8.047350536,4.800379184,-0.014213562,41.7014844,0.867538151,41.7014844,,,0.807538151,,41.69801182
6286,17206.70828,11-11-2015 19:09:21,321.2465051,7,1,-2.651905298,3.416126251,2.089427883,1.28244778,8.047350536,4.80231053,-0.015476274,41.67440506,0.866980102,41.67440506,,,0.806980103,,41.67093007
6287,17207.72399,11-11-2015 19:09:22,322.2622202,7,1,-2.114050865,3.453197956,2.089427883,1.283162202,8.047350536,4.804755432,-0.014019298,41.63973772,0.866265681,41.63973772,,,0.806265681,,41.63625957
6288,17208.72404,11-11-2015 19:09:23,323.2622632,7,1,-1.912129641,3.467120171,2.089427883,1.283736784,8.047350536,4.806741114,-0.002557802,41.61185614,0.865691099,41.61185614,,,0.805691099,,41.60837543
6289,17209.73939,11-11-2015 19:09:24,324.2776139,7,1,0.156749606,3.617350101,2.089438076,1.284147156,8.047387401,4.808164167,0.031664848,41.59243744,0.86529092,41.59243744,,,0.80529092,,41.58895497
6290,17210.73946,11-11-2015 19:09:25,325.2776856,7,1,0.565107167,3.649727345,2.089511718,1.284147156,8.047655122,4.808164167,0.033931255,41.5960109,0.865364562,41.5960109,,,0.805364562,,41.59252878
6291,17211.73948,11-11-2015 19:09:26,326.2777103,7,1,-0.29043895,3.589505911,2.089630067,1.284166064,8.048087145,4.80823204,0.034934949,41.60083631,0.865464004,41.60083631,,,0.805464003,,41.59735459
6292,17212.75506,11-11-2015 19:09:27,327.2932832,7,1,-1.687090516,3.488327265,2.089630067,1.284347989,8.048087145,4.80887307,0.007122993,41.59200837,0.865282078,41.59200837,,,0.805282078,,41.58852587
6293,17213.75525,11-11-2015 19:09:28,328.2934745,7,1,-2.198756695,3.449312687,2.089630067,1.284853351,8.048087145,4.810629668,-0.003561497,41.56748565,0.864776716,41.56748565,,,0.804776716,,41.56400094
6294,17214.77066,11-11-2015 19:09:29,329.3088897,7,1,-1.274037123,3.515200138,2.089630067,1.285397326,8.048087145,4.812512733,-0.020721387,41.54108925,0.864232741,41.54108925,,,0.804232741,,41.53760214
6295,17215.78629,11-11-2015 19:09:30,330.3245155,7,1,-2.142767668,3.451902866,2.089630067,1.285826536,8.048087145,4.814010727,-0.039791536,41.52026185,0.863803532,41.52026185,,,0.803803531,,41.51677282
6296,17216.78631,11-11-2015 19:09:31,331.324533,7,1,-1.32009244,3.510505676,2.089630067,1.286355753,8.048087145,4.815843502,-0.015800048,41.49458155,0.863274314,41.49458155,,,0.803274314,,41.49109022
6297,17217.80187,11-11-2015 19:09:32,332.3400962,7,1,-1.332915664,3.509696245,2.089630067,1.286729334,8.048087145,4.817154908,0.004435682,41.47645353,0.862900733,41.47645353,,,0.802900733,,41.47296055
6298,17218.80202,11-11-2015 19:09:33,333.3402508,7,1,-0.850869536,3.544825315,2.089630067,1.287057727,8.048087145,4.818310088,0.01929679,41.46051826,0.862572341,41.46051826,,,0.80257234,,41.45702382
6299,17219.81749,11-11-2015 19:09:34,334.35572,7,1,-1.345197082,3.509372473,2.089630067,1.287341704,8.048087145,4.819312563,-0.00119791,41.44673827,0.862288364,41.44673827,,,0.802288363,,41.44324258
6300,17220.83321,11-11-2015 19:09:35,335.371432,7,1,-0.86098367,3.544501543,2.089630067,1.287676026,8.048087145,4.820488601,0.018649245,41.43051528,0.861954042,41.43051528,,,0.801954041,,41.42701812
6301,17221.84875,11-11-2015 19:09:36,336.3869773,7,1,0.038089313,3.610227108,2.089633875,1.287829081,8.048100893,4.821031223,0.019879531,41.42327307,0.861804795,41.42327307,,,0.801804794,,41.41977525
6302,17222.86432,11-11-2015 19:09:37,337.4025482,7,1,-0.840755403,3.547739267,2.089640341,1.287920097,8.048124239,4.821354271,0.007608605,41.41917024,0.861720244,41.41917024,,,0.801720244,,41.41567209
6303,17223.87994,11-11-2015 19:09:38,338.4181708,7,1,-0.353652209,3.583030462,2.089640341,1.288105467,8.048124239,4.822013253,0.007576275,41.41017518,0.861534874,41.41017518,,,0.801534874,,41.40667618
6304,17224.89506,11-11-2015 19:09:39,339.433288,7,1,-0.345886022,3.584487438,2.089640341,1.288202833,8.048124239,4.822362191,0.015055371,41.40545046,0.861437508,41.40545046,,,0.801437508,,41.40195107
6305,17225.89508,11-11-2015 19:09:40,340.4333037,7,1,0.158194482,3.621882915,2.089656803,1.2882618,8.048183856,4.822573569,0.015443897,41.40338794,0.861395003,41.40338794,,,0.801395003,,41.39988832
6306,17226.89552,11-11-2015 19:09:41,341.4337483,7,1,0.160903618,3.623016119,2.089701698,1.2882618,8.048346486,4.822573569,0.002395916,41.40556646,0.861439898,41.40556646,,,0.801439898,,41.40206705
6307,17227.91118,11-11-2015 19:09:42,342.449403,7,1,0.55914706,3.652965069,2.089792866,1.2882618,8.048678701,4.822573569,0.021077538,41.40999038,0.861531066,41.40999038,,,0.801531066,,41.40649138
6308,17228.92679,11-11-2015 19:09:43,343.4650123,7,1,0.378537804,3.641471148,2.089929037,1.2882618,8.049175648,4.822573569,0.011493874,41.41659811,0.861667238,41.41659811,,,0.801667237,,41.41309969
6309,17229.94248,11-11-2015 19:09:44,344.4807046,7,1,0.409963816,3.644546986,2.090039891,1.2882618,8.049579464,4.822573569,0.011947155,41.42197728,0.861778091,41.42197728,,,0.801778091,,41.41847937
6310,17230.9578,11-11-2015 19:09:45,345.4960282,7,1,0.859319687,3.67821908,2.09021588,1.2882618,8.050224652,4.822573569,0.011072969,41.43051715,0.86195408,41.43051715,,,0.80195408,,41.42702001
6311,17231.95799,11-11-2015 19:09:46,346.4962172,7,1,0.206417158,3.631757975,2.090370997,1.2882618,8.050793987,4.822573569,-0.004144287,41.43804422,0.862109197,41.43804422,,,0.802109197,,41.43454775
6312,17232.9736,11-11-2015 19:09:48,347.511821,7,1,-0.863331616,3.55405283,2.090401447,1.28837567,8.050904573,4.822978367,-0.01741891,41.43399622,0.862025776,41.43399622,,,0.802025777,,41.43049943
6313,17233.97362,11-11-2015 19:09:49,348.5118474,7,1,0.015332545,3.617188215,2.090403513,1.288495563,8.050912048,4.823404548,-0.004888964,41.42827869,0.86190795,41.42827869,,,0.80190795,,41.42478135
6314,17234.98929,11-11-2015 19:09:50,349.5275161,7,1,-0.347872704,3.591286659,2.090405774,1.288541588,8.050920227,4.823569845,-0.010749197,41.42615503,0.861864186,41.42615503,,,0.801864186,,41.42265751
6315,17236.00492,11-11-2015 19:09:51,350.5431425,7,1,-0.852133811,3.554376602,2.090405774,1.288710885,8.050920227,4.824173436,-0.024865627,41.41793991,0.861694889,41.41793991,,,0.801694889,,41.41444162
6316,17237.02043,11-11-2015 19:09:52,351.5586573,7,1,-0.451181203,3.582868576,2.090405774,1.28889299,8.050920227,4.824822541,-0.009777879,41.40910324,0.861512784,41.40910324,,,0.801512784,,41.40560417
6317,17238.03603,11-11-2015 19:09:53,352.5742552,7,1,-1.581253409,3.500306845,2.090405774,1.289196817,8.050920227,4.825891078,-0.010652065,41.39436005,0.861208958,41.39436005,,,0.801208957,,41.39085962
6318,17239.03606,11-11-2015 19:09:54,353.5742872,7,1,-0.87976706,3.550167561,2.090405774,1.289531093,8.050920227,4.82706764,-0.008256197,41.37813928,0.860874681,41.37813928,,,0.800874681,,41.37463739
6319,17240.05182,11-11-2015 19:09:55,354.5900434,7,1,-1.51984632,3.50305891,2.090405774,1.289877937,8.050920227,4.828288102,-0.017613173,41.36130869,0.860527838,41.36130869,,,0.800527837,,41.35780525
6320,17241.06728,11-11-2015 19:09:56,355.6055108,7,1,-0.592237055,3.569917679,2.090405774,1.290159725,8.050920227,4.829281481,0.003237724,41.34763491,0.86024605,41.34763491,,,0.800246049,,41.34413024
6321,17242.06731,11-11-2015 19:09:57,356.6055318,7,1,-1.01432097,3.53948307,2.090405774,1.290392961,8.050920227,4.830109123,-0.008709478,41.3363171,0.860012813,41.3363171,,,0.800012813,,41.33281143
6322,17243.08286,11-11-2015 19:09:58,357.6210899,7,1,-0.07623636,3.607636929,2.090405774,1.290520353,8.050920227,4.830561005,0.021595526,41.33013544,0.859885422,41.33013544,,,0.799885421,,41.32662916
6323,17244.08299,11-11-2015 19:09:59,358.6212148,7,1,-0.485316366,3.578497648,2.090405774,1.290608117,8.050920227,4.830875342,0.005666018,41.32587666,0.859797657,41.32587666,,,0.799797657,,41.32237003
6324,17245.09865,11-11-2015 19:10:00,359.6368744,7,1,-0.48387149,3.578659534,2.090405774,1.290744802,8.050920227,4.831364478,0.001975012,41.31924404,0.859660973,41.31924404,,,0.799660972,,41.31573678
6325,17246.1139,11-11-2015 19:10:01,360.6521245,7,1,0.109068759,3.622206688,2.090424711,1.290794692,8.050988813,4.831543058,0.016512346,41.317742,0.859630019,41.317742,,,0.799630019,,41.31423465
6326,17247.11406,11-11-2015 19:10:02,361.6522818,7,1,0.046036124,3.618321419,2.090444213,1.290794692,8.051059422,4.831543058,0.002298784,41.31868833,0.859649521,41.31868833,,,0.799649521,,41.31518107
6327,17248.12978,11-11-2015 19:10:03,362.6680096,7,1,-0.251607955,3.597276211,2.090449022,1.290838192,8.051076822,4.831699541,0.003723335,41.31681086,0.85961083,41.31681086,,,0.79961083,,41.31330342
6328,17249.14488,11-11-2015 19:10:04,363.6831038,7,1,-0.147215798,3.604722977,2.090449022,1.290889726,8.051076822,4.831885114,0.005212688,41.31431016,0.859559296,41.31431016,,,0.799559296,,41.3108025
6329,17250.14543,11-11-2015 19:10:05,364.6836587,7,1,-0.84761858,3.553890944,2.090449022,1.291061977,8.051076822,4.832498133,-0.013501262,41.30595167,0.859387045,41.30595167,,,0.799387045,,41.30244326
6330,17251.16088,11-11-2015 19:10:06,365.6991079,7,1,-0.956887186,3.545310974,2.090449022,1.291320692,8.051076822,4.833416136,-0.014569712,41.29339751,0.85912833,41.29339751,,,0.79912833,,41.28988797
6331,17252.16094,11-11-2015 19:10:07,366.6991624,7,1,-0.15046677,3.603913546,2.090449022,1.291437726,8.051076822,4.833832716,0.001359844,41.28771843,0.859011296,41.28771843,,,0.799011296,,41.28420837
6332,17253.17652,11-11-2015 19:10:08,367.7147439,7,1,-0.854301095,3.552919626,2.090449022,1.291613049,8.051076822,4.834456404,-0.01036067,41.27921088,0.858835973,41.27921088,,,0.798835973,,41.27570005
6333,17254.17656,11-11-2015 19:10:09,368.7147895,7,1,-1.274578929,3.5215137,2.090449022,1.291929752,8.051076822,4.835574133,-0.006604957,41.26384287,0.85851927,41.26384287,,,0.79851927,,41.26033063
6334,17255.19233,11-11-2015 19:10:10,369.7305527,7,1,-1.085842252,3.534464598,2.090449022,1.292251692,8.051076822,4.836710681,-0.002266407,41.24822069,0.858197329,41.24822069,,,0.79819733,,41.24470706
6335,17256.2077,11-11-2015 19:10:11,370.7459213,7,1,-0.994092703,3.54077816,2.090449022,1.292539848,8.051076822,4.837730405,-0.012465191,41.23423792,0.857909173,41.23423792,,,0.797909174,,41.23072302
6336,17257.22297,11-11-2015 19:10:12,371.7611982,7,1,-0.79415822,3.555024147,2.090449022,1.292745935,8.051076822,4.838461889,-0.009810257,41.22423755,0.857703087,41.22423755,,,0.797703087,,41.22072173
6337,17258.22314,11-11-2015 19:10:13,372.7613706,7,1,-1.009625077,3.539159298,2.090449022,1.293041449,8.051076822,4.839509242,-0.002719688,41.2098977,0.857407572,41.2098977,,,0.797407573,,41.2063806
6338,17259.22315,11-11-2015 19:10:14,373.7613782,7,1,-1.01973927,3.538026094,2.090449022,1.293323891,8.051076822,4.840508663,0.003302479,41.19619219,0.85712513,41.19619219,,,0.797125131,,41.19267385
6339,17260.22337,11-11-2015 19:10:15,374.7615982,7,1,-0.28772983,3.591448545,2.090449022,1.293463835,8.051076822,4.84100691,0.01139679,41.18940142,0.856985186,41.18940142,,,0.796985187,,41.18588245
6340,17261.23894,11-11-2015 19:10:16,375.7771657,7,1,-1.451575994,3.506620407,2.090449022,1.293784873,8.051076822,4.842134824,-0.006789128,41.17382307,0.856664149,41.17382307,,,0.796664149,,41.17030266
6341,17262.25453,11-11-2015 19:10:17,376.7927597,7,1,-0.613548934,3.567165613,2.090449022,1.294012562,8.051076822,4.842941359,0.002340603,41.16277441,0.856436459,41.16277441,,,0.79643646,,41.15925304
6342,17263.27011,11-11-2015 19:10:18,377.808338,7,1,-0.613910198,3.567327499,2.090449022,1.294185732,8.051076822,4.843559097,0.005648462,41.15437135,0.85626329,41.15437135,,,0.79626329,,41.1508492
6343,17264.28573,11-11-2015 19:10:19,378.8239603,7,1,-1.259227157,3.520218611,2.090449022,1.294500392,8.051076822,4.844668695,-0.003561497,41.13910246,0.85594863,41.13910246,,,0.79594863,,41.13557893
6344,17265.28591,11-11-2015 19:10:20,379.824139,7,1,-1.058389664,3.534140825,2.090449022,1.294806219,8.051076822,4.845748515,-0.011493921,41.12426219,0.855642802,41.12426219,,,0.795642803,,41.12073731
6345,17266.30138,11-11-2015 19:10:21,380.8396017,7,1,-0.851050138,3.549034357,2.090449022,1.295057035,8.051076822,4.846637862,-0.00352912,41.11209136,0.855391987,41.11209136,,,0.795391987,,41.10856536
6346,17267.317,11-11-2015 19:10:22,381.855225,7,1,-0.965375841,3.54077816,2.090449022,1.295323912,8.051076822,4.847583164,-0.005309868,41.09914111,0.855125109,41.09914111,,,0.79512511,,41.09561397
6347,17268.33261,11-11-2015 19:10:23,382.8708407,7,1,0.001425631,3.611522198,2.090449306,1.295372102,8.051077848,4.847753862,0.018195963,41.09681646,0.855077203,41.09681646,,,0.795077204,,41.09328912
6348,17269.3477,11-11-2015 19:10:24,383.8859219,7,1,-0.95724839,3.54207325,2.090449362,1.295594373,8.051078053,4.848541294,0.001554108,41.08603354,0.854854989,41.08603354,,,0.794854989,,41.08250515
6349,17270.36311,11-11-2015 19:10:25,384.9013366,7,1,-0.314098775,3.588534594,2.090449362,1.295675366,8.051078053,4.848830256,0.010911131,41.08210333,0.854773996,41.08210333,,,0.794773996,,41.0785746
6350,17271.36376,11-11-2015 19:10:26,385.901984,7,1,0.003231724,3.612655401,2.090450134,1.295721691,8.051080841,4.848996523,0.012724209,41.07989286,0.854728443,41.07989286,,,0.794728443,,41.07636394
6351,17272.36376,11-11-2015 19:10:27,386.901986,7,1,-0.834975958,3.551786423,2.09045025,1.295922755,8.05108126,4.849710789,0.002201653,41.07014185,0.854527495,41.07014185,,,0.794527495,,41.06661205
6352,17273.36377,11-11-2015 19:10:28,387.9019994,7,1,-0.839491189,3.550976992,2.09045025,1.296155768,8.05108126,4.850538291,-0.012141419,41.05883489,0.854294482,41.05883489,,,0.794294482,,41.05530406
6353,17274.37931,11-11-2015 19:10:29,388.9175358,7,1,-0.092852414,3.605046749,2.09045025,1.296300217,8.05108126,4.851051891,0.012588157,41.0518255,0.854150033,41.0518255,,,0.794150033,,41.04829403
6354,17275.37948,11-11-2015 19:10:30,389.9177046,7,1,-0.298385769,3.590801001,2.09045025,1.296375563,8.05108126,4.851322492,0.000419219,41.04816934,0.854074687,41.04816934,,,0.794074687,,41.04463753
6355,17276.39495,11-11-2015 19:10:31,390.9331749,7,1,-1.25687921,3.520542383,2.09045025,1.29669677,8.05108126,4.852454419,-0.018308392,41.03258275,0.85375348,41.03258275,,,0.79375348,,41.02904954
6356,17277.41069,11-11-2015 19:10:32,391.9489178,7,1,-0.409641087,3.582221031,2.09045025,1.296836267,8.05108126,4.852951966,0.006086758,41.02581365,0.853613983,41.02581365,,,0.793613983,,41.02227983
6357,17278.42544,11-11-2015 19:10:33,392.9636663,7,1,-0.406209499,3.582868576,2.09045025,1.29694912,8.05108126,4.853356277,0.006327034,41.02033744,0.85350113,41.02033744,,,0.79350113,,41.01680314
6358,17279.42621,11-11-2015 19:10:34,393.9644373,7,1,-1.04556632,3.53608346,2.09045025,1.297229008,8.05108126,4.85434655,-0.013792658,41.00675587,0.853221242,41.00675587,,,0.793221242,,41.00322033
6359,17280.42635,11-11-2015 19:10:35,394.9645749,7,1,-0.947314918,3.542720795,2.09045025,1.297494117,8.05108126,4.855285625,-0.009615909,40.99389148,0.852956133,40.99389148,,,0.792956133,,40.99035474
6360,17281.4418,11-11-2015 19:10:36,395.9800248,7,1,-0.629984379,3.565708637,2.09045025,1.297677985,8.05108126,4.855940814,0.009033251,40.98496928,0.852772265,40.98496928,,,0.792772265,,40.98143173
6361,17282.44183,11-11-2015 19:10:37,396.9800548,7,1,-0.629803777,3.565870523,2.09045025,1.297852974,8.05108126,4.856564786,-0.003334856,40.9764779,0.852597276,40.9764779,,,0.792597276,,40.97293961
6362,17283.44183,11-11-2015 19:10:38,397.9800588,7,1,-1.50286901,3.501440048,2.09045025,1.298260512,8.05108126,4.857992613,-0.00696106,40.95670213,0.852189738,40.95670213,,,0.792189738,,40.95316202
6363,17284.45744,11-11-2015 19:10:39,398.9956705,7,1,-0.428424448,3.579792738,2.09045025,1.298397682,8.05108126,4.858481908,0.007349634,40.95004595,0.852052568,40.95004595,,,0.792052568,,40.94650524
6364,17285.47315,11-11-2015 19:10:40,400.0113739,7,1,-0.751173198,3.556481123,2.09045025,1.298606122,8.05108126,4.859223358,-0.001845503,40.93993138,0.851844128,40.93993138,,,0.791844128,,40.93638977
6365,17286.48869,11-11-2015 19:10:41,401.0269173,7,1,-0.857732713,3.550329447,2.09045025,1.298729199,8.05108126,4.859663861,-0.003075838,40.93395909,0.851721051,40.93395909,,,0.791721051,,40.93041691
6366,17287.4887,11-11-2015 19:10:42,402.0269309,7,1,-0.858455122,3.548710585,2.09045025,1.298967617,8.05108126,4.860510012,0.009324598,40.92238981,0.851482633,40.92238981,,,0.791482633,,40.91884662
6367,17288.50431,11-11-2015 19:10:43,403.0425393,7,1,-0.759842455,3.555186033,2.09045025,1.299241322,8.05108126,4.86147905,-0.004824209,40.90910827,0.851208928,40.90910827,,,0.791208928,,40.90556387
6368,17289.51997,11-11-2015 19:10:44,404.0582006,7,1,-0.10838481,3.602294683,2.09045025,1.299448608,8.05108126,4.862216139,0.009130334,40.89904971,0.851001642,40.89904971,,,0.791001642,,40.8955044
6369,17290.52001,11-11-2015 19:10:45,405.0582392,7,1,-1.079701543,3.533817053,2.09045025,1.299491368,8.05108126,4.862369391,-0.009227514,40.89697478,0.850958882,40.89697478,,,0.790958882,,40.89342928
6370,17291.53549,11-11-2015 19:10:46,406.0737207,7,1,-1.201974034,3.523780107,2.09045025,1.299797278,8.05108126,4.863450037,-0.00505085,40.88213049,0.850652972,40.88213049,,,0.790652972,,40.87858364
6371,17292.5355,11-11-2015 19:10:47,407.0737229,7,1,-0.882295549,3.545958519,2.09045025,1.300127681,8.05108126,4.864614376,0.001133204,40.86609767,0.850322569,40.86609767,,,0.790322569,,40.86254937
6372,17293.55105,11-11-2015 19:10:48,408.0892791,7,1,-1.446880102,3.505325317,2.09045025,1.300385152,8.05108126,4.86552651,-0.010036898,40.85360391,0.850065098,40.85360391,,,0.790065098,,40.85005445
6373,17294.56664,11-11-2015 19:10:49,409.1048696,7,1,-0.346969664,3.583192348,2.09045025,1.30076962,8.05108126,4.866874692,-0.003982353,40.83494756,0.84968063,40.83494756,,,0.78968063,,40.83139643
6374,17295.56691,11-11-2015 19:10:50,410.1051328,7,1,-0.673330605,3.561337709,2.09045025,1.30087236,8.05108126,4.867242636,0.005666018,40.8299621,0.84957789,40.8299621,,,0.78957789,,40.82641052
6375,17296.58209,11-11-2015 19:10:51,411.1203145,7,1,-0.451723039,3.577202559,2.09045025,1.301056988,8.05108126,4.867900301,0.010781622,40.82100302,0.849393262,40.82100302,,,0.789393262,,40.81745063
6376,17297.58231,11-11-2015 19:10:52,412.1205315,7,1,-0.559185565,3.569755793,2.09045025,1.301185755,8.05108126,4.868360824,0.004727078,40.81475462,0.849264495,40.81475462,,,0.789264495,,40.81120164
6377,17298.5979,11-11-2015 19:10:53,413.1361224,7,1,-0.556837618,3.570079565,2.09045025,1.301343399,8.05108126,4.868923595,0.013080359,40.80710493,0.849106851,40.80710493,,,0.789106851,,40.80355126
6378,17299.5979,11-11-2015 19:10:54,414.1361228,7,1,-1.4466995,3.505810976,2.09045025,1.301523215,8.05108126,4.869563013,-0.015638161,40.79837933,0.848927035,40.79837933,,,0.788927035,,40.7948249
6379,17300.5979,11-11-2015 19:10:55,415.1361236,7,1,-0.90378809,3.543692112,2.09045025,1.301909771,8.05108126,4.870918959,-0.003496742,40.77962168,0.848540479,40.77962168,,,0.788540479,,40.77606555
6380,17301.61346,11-11-2015 19:10:56,416.1516882,7,1,-1.134606719,3.527179718,2.09045025,1.302173737,8.05108126,4.871853688,-0.010069323,40.76681276,0.848276513,40.76681276,,,0.788276513,,40.76325543
6381,17302.61347,11-11-2015 19:10:57,417.1516996,7,1,0.168850437,3.620911598,2.090454998,1.30245203,8.051098446,4.87283529,0.010231161,40.75353895,0.848002968,40.75353895,,,0.788002968,,40.74998045
6382,17303.62911,11-11-2015 19:10:58,418.1673408,7,1,-0.010133362,3.609741449,2.09049636,1.302452379,8.05124825,4.872836551,0.007932377,40.7555291,0.848043981,40.7555291,,,0.788043981,,40.75197078
6383,17304.64478,11-11-2015 19:10:59,419.1830024,7,1,-0.002547773,3.610874653,2.09049636,1.302454892,8.05124825,4.872845625,0.021174621,40.75540714,0.848041467,40.75540714,,,0.788041468,,40.75184883
6384,17305.66054,11-11-2015 19:11:00,420.1987649,7,1,-0.102966532,3.60456109,2.09049636,1.302460874,8.05124825,4.87286719,0.012109041,40.75511689,0.848035486,40.75511689,,,0.788035486,,40.75155853
6385,17306.67591,11-11-2015 19:11:01,421.2141407,7,1,-0.742504001,3.558423758,2.09049636,1.302525975,8.05124825,4.873100002,0.006313562,40.75195787,0.847970385,40.75195787,,,0.787970385,,40.74839921
6386,17307.69158,11-11-2015 19:11:02,422.2298081,7,1,-1.071754694,3.534140825,2.09049636,1.302753301,8.05124825,4.873907489,-0.017613173,40.74092686,0.847743059,40.74092686,,,0.787743059,,40.73736721
6387,17308.70655,11-11-2015 19:11:03,423.2447738,7,1,0.035380173,3.613626719,2.090498197,1.302997452,8.05125489,4.874770321,0.000712299,40.7291686,0.847500746,40.7291686,,,0.787500745,,40.72560785
6388,17309.70713,11-11-2015 19:11:04,424.245353,7,1,-1.50286901,3.50305891,2.090505593,1.303095124,8.051281619,4.875112886,-0.021660279,40.72478792,0.847410469,40.72478792,,,0.787410469,,40.72122681
6389,17310.70719,11-11-2015 19:11:05,425.2454158,7,1,0.069695935,3.615245581,2.090509807,1.303414456,8.05129685,4.876231604,0.002136898,40.7094968,0.847095351,40.7094968,,,0.787095351,,40.70593431
6390,17311.72281,11-11-2015 19:11:06,426.2610395,7,1,-0.737627506,3.558261871,2.090524924,1.303460716,8.051351515,4.876396261,3.24E-05,40.70798561,0.847064208,40.70798561,,,0.787064208,,40.70442296
6391,17312.73836,11-11-2015 19:11:07,427.2765856,7,1,0.20569472,3.626253843,2.090538315,1.303618746,8.051400072,4.876958576,0.018519735,40.70096703,0.84691957,40.70096703,,,0.786919569,,40.69740371
6392,17313.754,11-11-2015 19:11:08,428.2922254,7,1,-0.290258348,3.591448545,2.090581166,1.3036391,8.051555484,4.877031685,-0.004532767,40.70205862,0.846942065,40.70205862,,,0.786942066,,40.69849547
6393,17314.76959,11-11-2015 19:11:09,429.3078176,7,1,0.008650002,3.613464832,2.090581836,1.303697046,8.051557906,4.877239807,0.022275448,40.69927934,0.84688479,40.69927934,,,0.78688479,,40.6957159
6394,17315.78522,11-11-2015 19:11:10,430.3234499,7,1,-0.695545554,3.562632799,2.090583561,1.303752868,8.051564139,4.877438735,-0.010749197,40.69665427,0.846830693,40.69665427,,,0.786830693,,40.6930906
6395,17316.80087,11-11-2015 19:11:11,431.3390937,7,1,-0.487303078,3.577364445,2.090583561,1.303931458,8.051564139,4.878075572,0.003852892,40.68798817,0.846652103,40.68798817,,,0.786652103,,40.68442373
6396,17317.81643,11-11-2015 19:11:12,432.354655,7,1,-0.070095643,3.607798815,2.090583561,1.304029099,8.051564139,4.878425089,-0.003852892,40.68325013,0.846554461,40.68325013,,,0.786554462,,40.67968527
6397,17318.83209,11-11-2015 19:11:13,433.3703193,7,1,-0.167444035,3.600999594,2.090583561,1.304057976,8.051564139,4.878529167,0.001845455,40.6818489,0.846525585,40.6818489,,,0.786525585,,40.67828389
